season,name,position,value,value_delta,minutes,total_points,total_points_range,assists,goals_scored,goals_conceded,saves,own_goals,penalties_missed,penalties_saved,clean_sheets,creativity,threat,influence,bps,minutes,yellow_cards,red_cards,plays_for,opponent_team,was_home,is_won,month_of_match,time_of_match,win_expectation,date_of_match
2021-22,Jeffrey Schlupp,MID,55,0.0,56,1,1,0,0,2,0,0,0,0,0,1.4,4.0,1.0,3,56,0,0,Crystal Palace,Chelsea,False,-1,8,15:00,0.09615384615384616,2021-08-14
2021-22,Joshua King,FWD,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Aston Villa,True,1,8,15:00,0.7645161290322581,2021-08-14
2021-22,Richarlison de Andrade,FWD,75,0.0,88,11,3,1,1,1,0,0,0,0,0,29.3,37.0,63.8,41,88,1,0,Everton,Southampton,True,1,8,15:00,2.1052631578947367,2021-08-14
2021-22,Jamal Baptiste,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,West Ham,Newcastle,False,1,8,14:00,1.4545454545454546,2021-08-15
2021-22,Sam Byram,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Norwich,Liverpool,True,-1,8,17:30,0.14444444444444446,2021-08-14
2021-22,Danny Rose,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Aston Villa,True,1,8,15:00,0.7645161290322581,2021-08-14
2021-22,Ederson Santana de Moraes,GK,60,0.0,90,2,1,0,0,1,1,0,0,0,0,0.0,0.0,6.6,10,90,0,0,Man City,Tottenham,False,-1,8,16:30,3.4375,2021-08-15
2021-22,Liam Cooper,DEF,45,0.0,90,-1,0,0,0,5,0,0,0,0,0,10.5,2.0,25.4,10,90,1,0,Leeds,Man United,False,-1,8,12:30,0.26608695652173914,2021-08-14
2021-22,Frédéric Guilbert,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Aston Villa,Watford,False,-1,8,15:00,1.3080168776371308,2021-08-14
2021-22,Matt Targett,DEF,50,0.0,45,0,0,0,0,2,0,0,0,0,0,14.8,0.0,3.0,4,45,0,0,Aston Villa,Watford,False,-1,8,15:00,1.3080168776371308,2021-08-14
2021-22,Adama Traoré,MID,60,0.0,90,2,1,0,0,1,0,0,0,0,0,13.4,87.0,20.6,10,90,0,0,Wolves,Leicester,False,-1,8,15:00,0.3161904761904762,2021-08-14
2021-22,Jorge Luiz Frello Filho,MID,60,0.0,90,3,1,0,0,0,0,0,0,0,1,21.4,2.0,19.6,14,90,0,0,Chelsea,Crystal Palace,True,1,8,15:00,10.4,2021-08-14
2021-22,Diogo Jota,MID,75,0.0,60,8,2,0,1,0,0,0,0,0,1,1.9,36.0,37.8,21,60,0,0,Liverpool,Norwich,False,1,8,17:30,6.9230769230769225,2021-08-14
2021-22,Ilkay Gündogan,MID,75,0.0,90,2,1,0,0,1,0,0,0,0,0,7.8,32.0,12.4,8,90,0,0,Man City,Tottenham,False,-1,8,16:30,3.4375,2021-08-15
2021-22,Luke Shaw,DEF,55,0.0,90,1,1,0,0,1,0,0,0,0,0,28.7,6.0,6.2,5,90,1,0,Man United,Leeds,True,1,8,12:30,3.758169934640523,2021-08-14
2021-22,Armando Broja,FWD,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Everton,False,-1,8,15:00,0.475,2021-08-14
2021-22,Stipe Perica,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Aston Villa,True,1,8,15:00,0.7645161290322581,2021-08-14
2021-22,Emerson Palmieri dos Santos,DEF,45,0.0,4,1,1,0,0,0,0,0,0,0,0,0.1,2.0,0.0,3,4,0,0,Chelsea,Crystal Palace,True,1,8,15:00,10.4,2021-08-14
2021-22,Isaac Success Ajayi,FWD,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Aston Villa,True,1,8,15:00,0.7645161290322581,2021-08-14
2021-22,Declan Rice,MID,50,0.0,90,2,1,0,0,2,0,0,0,0,0,25.3,6.0,27.8,22,90,0,0,West Ham,Newcastle,False,1,8,14:00,1.4545454545454546,2021-08-15
2021-22,Juan Mata,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man United,Leeds,True,1,8,12:30,3.758169934640523,2021-08-14
2021-22,Hélder Wander Sousa de Azevedo e Costa,MID,55,0.0,21,1,1,0,0,0,0,0,0,0,0,0.4,1.0,0.0,1,21,0,0,Leeds,Man United,False,-1,8,12:30,0.26608695652173914,2021-08-14
2021-22,Robert Street,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Crystal Palace,Chelsea,False,-1,8,15:00,0.09615384615384616,2021-08-14
2021-22,Harvey Elliott,MID,55,0.0,7,1,1,0,0,0,0,0,0,0,0,0.8,2.0,0.4,3,7,0,0,Liverpool,Norwich,False,1,8,17:30,6.9230769230769225,2021-08-14
2021-22,Mahmoud Ahmed Ibrahim Hassan,MID,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Aston Villa,Watford,False,-1,8,15:00,1.3080168776371308,2021-08-14
2021-22,Ashley Young,DEF,50,0.0,90,1,1,0,0,3,0,0,0,0,0,22.7,6.0,8.4,13,90,0,0,Aston Villa,Watford,False,-1,8,15:00,1.3080168776371308,2021-08-14
2021-22,Hamza Choudhury,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Wolves,True,1,8,15:00,3.162650602409639,2021-08-14
2021-22,Christoph Zimmermann,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Norwich,Liverpool,True,-1,8,17:30,0.14444444444444446,2021-08-14
2021-22,Tammy Abraham,FWD,65,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Chelsea,Crystal Palace,True,1,8,15:00,10.4,2021-08-14
2021-22,Shane Duffy,DEF,40,0.0,90,2,1,0,0,1,0,0,0,0,0,0.2,57.0,34.8,22,90,0,0,Brighton,Burnley,False,1,8,15:00,1.2653061224489794,2021-08-14
2021-22,Juraj Kucka,MID,55,0.0,68,2,1,0,0,0,0,0,0,0,1,0.8,2.0,8.2,3,68,1,0,Watford,Aston Villa,True,1,8,15:00,0.7645161290322581,2021-08-14
2021-22,André Filipe Tavares Gomes,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Everton,Southampton,True,1,8,15:00,2.1052631578947367,2021-08-14
2021-22,Reece James,DEF,55,0.0,23,1,1,0,0,0,0,0,0,0,0,2.1,2.0,2.2,4,23,0,0,Chelsea,Crystal Palace,True,1,8,15:00,10.4,2021-08-14
2021-22,Luke Cundle,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Wolves,Leicester,False,-1,8,15:00,0.3161904761904762,2021-08-14
2021-22,Adam Forshaw,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leeds,Man United,False,-1,8,12:30,0.26608695652173914,2021-08-14
2021-22,Kepa Arrizabalaga,GK,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Chelsea,Crystal Palace,True,1,8,15:00,10.4,2021-08-14
2021-22,Kortney Hause,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Aston Villa,Watford,False,-1,8,15:00,1.3080168776371308,2021-08-14
2021-22,Tyrone Mings,DEF,50,0.0,90,0,0,0,0,3,0,0,0,0,0,0.8,0.0,15.6,12,90,1,0,Aston Villa,Watford,False,-1,8,15:00,1.3080168776371308,2021-08-14
2021-22,Ainsley Maitland-Niles,MID,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Brentford,False,-1,8,20:00,2.0512820512820515,2021-08-13
2021-22,Jesse Lingard,MID,70,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man United,Leeds,True,1,8,12:30,3.758169934640523,2021-08-14
2021-22,Billy Gilmour,MID,45,0.0,90,2,1,0,0,3,0,0,0,0,0,2.1,0.0,11.6,14,90,0,0,Norwich,Liverpool,True,-1,8,17:30,0.14444444444444446,2021-08-14
2021-22,Jaden Philogene-Bidace,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Aston Villa,Watford,False,-1,8,15:00,1.3080168776371308,2021-08-14
2021-22,Fernando Luiz Rosa,MID,50,0.0,90,2,1,0,0,1,0,0,0,0,0,28.7,8.0,11.2,10,90,0,0,Man City,Tottenham,False,-1,8,16:30,3.4375,2021-08-15
2021-22,Björn Engels,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Aston Villa,Watford,False,-1,8,15:00,1.3080168776371308,2021-08-14
2021-22,Tariqe Fosu-Henry,MID,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Brentford,Arsenal,True,1,8,20:00,0.4875,2021-08-13
2021-22,Thomas Partey,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Brentford,False,-1,8,20:00,2.0512820512820515,2021-08-13
2021-22,Karl Hein,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Brentford,False,-1,8,20:00,2.0512820512820515,2021-08-13
2021-22,Francisco Femenía Far,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Aston Villa,True,1,8,15:00,0.7645161290322581,2021-08-14
2021-22,Raúl Jiménez,FWD,75,0.0,90,2,1,0,0,1,0,0,0,0,0,36.9,18.0,4.0,2,90,0,0,Wolves,Leicester,False,-1,8,15:00,0.3161904761904762,2021-08-14
2021-22,Sean Longstaff,MID,45,0.0,6,1,1,0,0,0,0,0,0,0,0,0.4,0.0,4.4,3,6,0,0,Newcastle,West Ham,True,-1,8,14:00,0.6875,2021-08-15
2021-22,Boubakary Soumaré,MID,50,0.0,28,1,1,0,0,0,0,0,0,0,0,0.9,0.0,3.4,4,28,0,0,Leicester,Wolves,True,1,8,15:00,3.162650602409639,2021-08-14
2021-22,Héctor Bellerín,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Brentford,False,-1,8,20:00,2.0512820512820515,2021-08-13
2021-22,Emmanuel Dennis,FWD,50,0.0,65,12,3,1,1,0,0,0,0,0,1,33.4,87.0,62.2,44,65,0,0,Watford,Aston Villa,True,1,8,15:00,0.7645161290322581,2021-08-14
2021-22,Lucas Torreira,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Brentford,False,-1,8,20:00,2.0512820512820515,2021-08-13
2021-22,Nampalys Mendy,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Wolves,True,1,8,15:00,3.162650602409639,2021-08-14
2021-22,Ryan Fraser,MID,55,0.0,20,1,1,0,0,0,0,0,0,0,0,1.3,5.0,0.0,2,20,0,0,Newcastle,West Ham,True,-1,8,14:00,0.6875,2021-08-15
2021-22,Paul Pogba,MID,75,0.0,74,16,3,4,0,1,0,0,0,0,0,60.0,15.0,74.8,46,74,0,0,Man United,Leeds,True,1,8,12:30,3.758169934640523,2021-08-14
2021-22,Bertrand Traoré,MID,60,0.0,18,4,1,1,0,0,0,0,0,0,0,1.6,26.0,5.8,16,18,0,0,Aston Villa,Watford,False,-1,8,15:00,1.3080168776371308,2021-08-14
2021-22,Leandro Trossard,MID,65,0.0,75,2,1,0,0,1,0,0,0,0,0,1.9,8.0,2.2,4,75,0,0,Brighton,Burnley,False,1,8,15:00,1.2653061224489794,2021-08-14
2021-22,Christian Nørgaard,MID,50,0.0,90,8,2,0,1,0,0,0,0,0,1,1.8,40.0,38.4,25,90,0,0,Brentford,Arsenal,True,1,8,20:00,0.4875,2021-08-13
2021-22,Wesley Fofana,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Wolves,True,1,8,15:00,3.162650602409639,2021-08-14
2021-22,Nemanja Matic,MID,45,0.0,21,1,1,0,0,0,0,0,0,0,0,1.7,0.0,6.6,4,21,0,0,Man United,Leeds,True,1,8,12:30,3.758169934640523,2021-08-14
2021-22,Arthur Masuaku,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,West Ham,Newcastle,False,1,8,14:00,1.4545454545454546,2021-08-15
2021-22,Bernard Anício Caldeira Duarte,MID,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Everton,Southampton,True,1,8,15:00,2.1052631578947367,2021-08-14
2021-22,Brandon Williams,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man United,Leeds,True,1,8,12:30,3.758169934640523,2021-08-14
2021-22,Kenny McLean,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Norwich,Liverpool,True,-1,8,17:30,0.14444444444444446,2021-08-14
2021-22,Jeremy Ngakia,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Aston Villa,True,1,8,15:00,0.7645161290322581,2021-08-14
2021-22,Sadio Mané,MID,120,0.0,90,3,1,0,0,0,0,0,0,0,1,44.0,52.0,16.4,11,90,0,0,Liverpool,Norwich,False,1,8,17:30,6.9230769230769225,2021-08-14
2021-22,Edward Nketiah,FWD,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Brentford,False,-1,8,20:00,2.0512820512820515,2021-08-13
2021-22,Jakub Moder,MID,45,0.0,18,4,1,1,0,0,0,0,0,0,0,10.8,19.0,21.2,13,18,0,0,Brighton,Burnley,False,1,8,15:00,1.2653061224489794,2021-08-14
2021-22,Ben Davies,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,Norwich,False,1,8,17:30,6.9230769230769225,2021-08-14
2021-22,Trevoh Chalobah,DEF,50,0.0,90,14,3,0,1,0,0,0,0,0,1,7.0,11.0,45.4,37,90,0,0,Chelsea,Crystal Palace,True,1,8,15:00,10.4,2021-08-14
2021-22,Bali Mumba,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Norwich,Liverpool,True,-1,8,17:30,0.14444444444444446,2021-08-14
2021-22,Enock Mwepu,MID,60,0.0,45,1,1,0,0,1,0,0,0,0,0,12.1,4.0,2.2,5,45,0,0,Brighton,Burnley,False,1,8,15:00,1.2653061224489794,2021-08-14
2021-22,Theo Walcott,MID,60,0.0,79,2,1,0,0,2,0,0,0,0,0,1.8,6.0,1.6,8,79,0,0,Southampton,Everton,False,-1,8,15:00,0.475,2021-08-14
2021-22,Fabian Schär,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Newcastle,West Ham,True,-1,8,14:00,0.6875,2021-08-15
2021-22,Mateusz Klich,MID,55,0.0,90,2,1,0,0,5,0,0,0,0,0,5.2,10.0,5.8,7,90,0,0,Leeds,Man United,False,-1,8,12:30,0.26608695652173914,2021-08-14
2021-22,Che Adams,FWD,70,0.0,90,5,2,1,0,3,0,0,0,0,0,18.3,10.0,26.4,16,90,0,0,Southampton,Everton,False,-1,8,15:00,0.475,2021-08-14
2021-22,Andriy Yarmolenko,MID,55,0.0,1,1,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,3,1,0,0,West Ham,Newcastle,False,1,8,14:00,1.4545454545454546,2021-08-15
2021-22,Onel Hernández,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Norwich,Liverpool,True,-1,8,17:30,0.14444444444444446,2021-08-14
2021-22,Benjamin Chilwell,DEF,60,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Chelsea,Crystal Palace,True,1,8,15:00,10.4,2021-08-14
2021-22,Leander Dendoncker,MID,50,0.0,24,1,1,0,0,0,0,0,0,0,0,0.6,0.0,11.6,4,24,0,0,Wolves,Leicester,False,-1,8,15:00,0.3161904761904762,2021-08-14
2021-22,Andrew Robertson,DEF,70,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,Norwich,False,1,8,17:30,6.9230769230769225,2021-08-14
2021-22,Marcus Rashford,MID,95,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man United,Leeds,True,1,8,12:30,3.758169934640523,2021-08-14
2021-22,Rayan Ait Nouri,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Wolves,Leicester,False,-1,8,15:00,0.3161904761904762,2021-08-14
2021-22,Michal Karbownik,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Brighton,Burnley,False,1,8,15:00,1.2653061224489794,2021-08-14
2021-22,Ciaran Clark,DEF,45,0.0,90,0,0,0,0,4,0,0,0,0,0,11.6,28.0,16.6,12,90,0,0,Newcastle,West Ham,True,-1,8,14:00,0.6875,2021-08-15
2021-22,Pascal Groß,MID,60,0.0,90,6,2,1,0,1,0,0,0,0,0,35.3,14.0,26.4,24,90,0,0,Brighton,Burnley,False,1,8,15:00,1.2653061224489794,2021-08-14
2021-22,Bobby Thomas,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Burnley,Brighton,True,-1,8,15:00,0.7903225806451614,2021-08-14
2021-22,John McGinn,MID,60,0.0,90,7,2,0,1,3,0,0,0,0,0,2.1,13.0,40.4,28,90,0,0,Aston Villa,Watford,False,-1,8,15:00,1.3080168776371308,2021-08-14
2021-22,Bukayo Saka,MID,65,0.0,31,1,1,0,0,1,0,0,0,0,0,12.3,12.0,6.6,4,31,0,0,Arsenal,Brentford,False,-1,8,20:00,2.0512820512820515,2021-08-13
2021-22,Takumi Minamino,MID,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,Norwich,False,1,8,17:30,6.9230769230769225,2021-08-14
2021-22,Rhys Williams,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,Norwich,False,1,8,17:30,6.9230769230769225,2021-08-14
2021-22,Jack Butland,GK,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Crystal Palace,Chelsea,False,-1,8,15:00,0.09615384615384616,2021-08-14
2021-22,João Pedro Cavaco Cancelo,DEF,60,0.0,90,2,1,0,0,1,0,0,0,0,0,38.5,12.0,21.2,21,90,0,0,Man City,Tottenham,False,-1,8,16:30,3.4375,2021-08-15
2021-22,Marvelous Nakamba,MID,45,0.0,90,2,1,0,0,3,0,0,0,0,0,6.5,0.0,6.4,13,90,0,0,Aston Villa,Watford,False,-1,8,15:00,1.3080168776371308,2021-08-14
2021-22,Cédric Soares,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Brentford,False,-1,8,20:00,2.0512820512820515,2021-08-13
2021-22,Joseph Gomez,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,Norwich,False,1,8,17:30,6.9230769230769225,2021-08-14
2021-22,Johann Berg Gudmundsson,MID,55,0.0,90,1,1,0,0,2,0,0,0,0,0,2.6,2.0,7.2,5,90,1,0,Burnley,Brighton,True,-1,8,15:00,0.7903225806451614,2021-08-14
2021-22,Eric Dier,DEF,45,0.0,90,7,2,0,0,0,0,0,0,0,1,0.1,0.0,17.0,22,90,0,0,Tottenham,Man City,True,1,8,16:30,0.29090909090909095,2021-08-15
2021-22,Jan Bednarek,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Everton,False,-1,8,15:00,0.475,2021-08-14
2021-22,Steven Alzate,MID,50,0.0,71,2,1,0,0,1,0,0,0,0,0,24.1,2.0,10.4,12,71,0,0,Brighton,Burnley,False,1,8,15:00,1.2653061224489794,2021-08-14
2021-22,Nathaniel Chalobah,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Aston Villa,True,1,8,15:00,0.7645161290322581,2021-08-14
2021-22,Fabio Henrique Tavares,MID,55,0.0,29,1,1,0,0,0,0,0,0,0,0,4.6,0.0,1.6,4,29,0,0,Liverpool,Norwich,False,1,8,17:30,6.9230769230769225,2021-08-14
2021-22,Pontus Jansson,DEF,45,0.0,90,6,2,0,0,0,0,0,0,0,1,0.0,0.0,10.8,22,90,0,0,Brentford,Arsenal,True,1,8,20:00,0.4875,2021-08-13
2021-22,João Filipe Iria Santos Moutinho,MID,50,0.0,65,2,1,0,0,1,0,0,0,0,0,14.9,1.0,7.2,16,65,0,0,Wolves,Leicester,False,-1,8,15:00,0.3161904761904762,2021-08-14
2021-22,Asmir Begović,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Everton,Southampton,True,1,8,15:00,2.1052631578947367,2021-08-14
2021-22,Aymeric Laporte,DEF,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man City,Tottenham,False,-1,8,16:30,3.4375,2021-08-15
2021-22,Nuno Varela Tavares,DEF,45,0.0,9,1,1,0,0,0,0,0,0,0,0,0.7,1.0,0.0,0,9,0,0,Arsenal,Brentford,False,-1,8,20:00,2.0512820512820515,2021-08-13
2021-22,Konstantinos Tsimikas,DEF,40,0.0,90,6,2,0,0,0,0,0,0,0,1,2.9,37.0,9.4,21,90,0,0,Liverpool,Norwich,False,1,8,17:30,6.9230769230769225,2021-08-14
2021-22,Jacob Murphy,MID,50,0.0,90,7,2,0,1,4,0,0,0,0,0,20.3,30.0,43.4,23,90,0,0,Newcastle,West Ham,True,-1,8,14:00,0.6875,2021-08-15
2021-22,Mason Mount,MID,75,0.0,90,6,2,1,0,0,0,0,0,0,1,18.5,29.0,14.2,19,90,0,0,Chelsea,Crystal Palace,True,1,8,15:00,10.4,2021-08-14
2021-22,Yoane Wissa,MID,60,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Brentford,Arsenal,True,1,8,20:00,0.4875,2021-08-13
2021-22,Donny van de Beek,MID,60,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man United,Leeds,True,1,8,12:30,3.758169934640523,2021-08-14
2021-22,Divock Origi,FWD,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,Norwich,False,1,8,17:30,6.9230769230769225,2021-08-14
2021-22,Dimitris Giannoulis,DEF,45,0.0,90,1,1,0,0,3,0,0,0,0,0,12.2,2.0,21.4,18,90,0,0,Norwich,Liverpool,True,-1,8,17:30,0.14444444444444446,2021-08-14
2021-22,Anwar El Ghazi,MID,60,0.0,59,1,1,0,0,2,0,0,0,0,0,2.7,4.0,1.4,1,59,0,0,Aston Villa,Watford,False,-1,8,15:00,1.3080168776371308,2021-08-14
2021-22,Kyle Walker-Peters,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Everton,False,-1,8,15:00,0.475,2021-08-14
2021-22,Mohamed Elyounoussi,MID,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Everton,False,-1,8,15:00,0.475,2021-08-14
