season,name,position,value,value_delta,minutes,total_points,total_points_range,assists,goals_scored,goals_conceded,saves,own_goals,penalties_missed,penalties_saved,clean_sheets,creativity,threat,influence,bps,minutes,yellow_cards,red_cards,plays_for,opponent_team,was_home,is_won,month_of_match,time_of_match,win_expectation,date_of_match
2022-23,Luke Thomas,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Brentford,True,0,8,14:00,1.75,2022-08-07
2022-23,Karl Darlow,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Newcastle,Nott'm Forest,True,1,8,15:00,3.162650602409639,2022-08-06
2022-23,Rodrigo Hernandez,MID,60,0.0,88,3,1,0,0,0,0,0,0,0,1,5.8,1.0,16.0,18,88,0,0,Man City,West Ham,False,1,8,16:30,5.88235294117647,2022-08-07
2022-23,Cristiano Ronaldo dos Santos Aveiro,FWD,105,0.0,37,1,1,0,0,0,0,0,0,0,0,11.5,20.0,4.6,3,37,0,0,Man United,Brighton,True,-1,8,14:00,3.28125,2022-08-07
2022-23,Fraser Forster,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Tottenham,Southampton,True,1,8,15:00,6.390977443609022,2022-08-06
2022-23,Alex Oxlade-Chamberlain,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,Fulham,False,0,8,12:30,8.8,2022-08-06
2022-23,Jack Grealish,MID,70,0.0,90,3,1,0,0,0,0,0,0,0,1,29.2,14.0,7.2,19,90,0,0,Man City,West Ham,False,1,8,16:30,5.88235294117647,2022-08-07
2022-23,James McAtee,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man City,West Ham,False,1,8,16:30,5.88235294117647,2022-08-07
2022-23,Will Smallbone,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Tottenham,False,-1,8,15:00,0.15647058823529414,2022-08-06
2022-23,Chris Wood,FWD,60,0.0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,0,0,Newcastle,Nott'm Forest,True,1,8,15:00,3.162650602409639,2022-08-06
2022-23,Darren Randolph,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,West Ham,Man City,True,-1,8,16:30,0.17,2022-08-07
2022-23,Leander Dendoncker,MID,50,0.0,90,2,1,0,0,2,0,0,0,0,0,16.5,37.0,24.4,21,90,0,0,Wolves,Leeds,False,-1,8,15:00,0.703125,2022-08-06
2022-23,Allan Marques Loureiro,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Everton,Chelsea,True,-1,8,17:30,0.2927272727272727,2022-08-06
2022-23,Ibrahima Konaté,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,Fulham,False,0,8,12:30,8.8,2022-08-06
2022-23,Aleksandar Mitrović,FWD,65,0.0,90,13,3,0,2,2,0,0,0,0,0,14.7,58.0,82.0,57,90,0,0,Fulham,Liverpool,True,0,8,12:30,0.11363636363636363,2022-08-06
2022-23,Christian Eriksen,MID,65,0.0,90,2,1,0,0,2,0,0,0,0,0,42.5,34.0,28.6,17,90,0,0,Man United,Brighton,True,-1,8,14:00,3.28125,2022-08-07
2022-23,Joe Willock,MID,50,0.0,79,3,1,0,0,0,0,0,0,0,1,14.4,53.0,14.0,6,79,0,0,Newcastle,Nott'm Forest,True,1,8,15:00,3.162650602409639,2022-08-06
2022-23,Yerson Mosquera Valdelamar,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Wolves,Leeds,False,-1,8,15:00,0.703125,2022-08-06
2022-23,Roméo Lavia,MID,45,0.0,90,2,1,0,0,4,0,0,0,0,0,4.3,8.0,12.0,17,90,0,0,Southampton,Tottenham,False,-1,8,15:00,0.15647058823529414,2022-08-06
2022-23,Kristoffer Ajer,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Brentford,Leicester,False,0,8,14:00,0.5714285714285714,2022-08-07
2022-23,Will Hughes,MID,50,0.0,4,1,1,0,0,0,0,0,0,0,0,0.3,4.0,0.0,2,4,0,0,Crystal Palace,Arsenal,True,-1,8,20:00,0.44047619047619047,2022-08-05
2022-23,Joe Ayodele-Aribo,MID,55,0.0,90,2,1,0,0,4,0,0,0,0,0,5.2,23.0,9.4,5,90,0,0,Southampton,Tottenham,False,-1,8,15:00,0.15647058823529414,2022-08-06
2022-23,Orel Mangala,MID,50,0.0,15,1,1,0,0,1,0,0,0,0,0,0.2,0.0,2.6,3,15,0,0,Nott'm Forest,Newcastle,False,-1,8,15:00,0.3161904761904762,2022-08-06
2022-23,Luke Plange,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Crystal Palace,Arsenal,True,-1,8,20:00,0.44047619047619047,2022-08-05
2022-23,Cristian Romero,DEF,50,0.0,90,2,1,0,0,1,0,0,0,0,0,2.7,13.0,8.0,11,90,0,0,Tottenham,Southampton,True,1,8,15:00,6.390977443609022,2022-08-06
2022-23,Jack Harrison,MID,60,0.0,90,6,2,1,0,1,0,0,0,0,0,78.8,10.0,34.8,25,90,1,0,Leeds,Wolves,True,1,8,15:00,1.4222222222222223,2022-08-06
2022-23,Luis Sinisterra Lucumí,MID,65,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leeds,Wolves,True,1,8,15:00,1.4222222222222223,2022-08-06
2022-23,Nathaniel Clyne,DEF,45,0.0,90,0,0,0,0,2,0,0,0,0,0,14.1,0.0,8.4,9,90,1,0,Crystal Palace,Arsenal,True,-1,8,20:00,0.44047619047619047,2022-08-05
2022-23,Stuart Armstrong,MID,50,0.0,45,1,1,0,0,2,0,0,0,0,0,2.6,0.0,3.4,0,45,0,0,Southampton,Tottenham,False,-1,8,15:00,0.15647058823529414,2022-08-06
2022-23,Oriol Romeu Vidal,MID,50,0.0,74,2,1,0,0,4,0,0,0,0,0,3.8,2.0,6.2,9,74,0,0,Southampton,Tottenham,False,-1,8,15:00,0.15647058823529414,2022-08-06
2022-23,Tyler Roberts,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leeds,Wolves,True,1,8,15:00,1.4222222222222223,2022-08-06
2022-23,Harrison Ashby,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,West Ham,Man City,True,-1,8,16:30,0.17,2022-08-07
2022-23,Lewis Brunt,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Brentford,True,0,8,14:00,1.75,2022-08-07
2022-23,Matt Ritchie,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Newcastle,Nott'm Forest,True,1,8,15:00,3.162650602409639,2022-08-06
2022-23,Jannik Vestergaard,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Brentford,True,0,8,14:00,1.75,2022-08-07
2022-23,Enock Mwepu,MID,55,0.0,14,1,1,0,0,0,0,0,0,0,0,11.8,0.0,9.2,5,14,0,0,Brighton,Man United,False,1,8,14:00,0.3047619047619048,2022-08-07
2022-23,Trevoh Chalobah,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Chelsea,Everton,False,1,8,17:30,3.4161490683229814,2022-08-06
2022-23,Chris Richards,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Crystal Palace,Arsenal,True,-1,8,20:00,0.44047619047619047,2022-08-05
2022-23,Diogo Teixeira da Silva,FWD,90,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,Fulham,False,0,8,12:30,8.8,2022-08-06
2022-23,Martin Dubravka,GK,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Newcastle,Nott'm Forest,True,1,8,15:00,3.162650602409639,2022-08-06
2022-23,Rodrigo Moreno,MID,60,0.0,64,7,2,0,1,1,0,0,0,0,0,1.1,29.0,34.8,23,64,0,0,Leeds,Wolves,True,1,8,15:00,1.4222222222222223,2022-08-06
2022-23,Francisco Jorge Tomás Oliveira,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Wolves,Leeds,False,-1,8,15:00,0.703125,2022-08-06
2022-23,Mohammed Salisu,DEF,45,0.0,90,-2,0,0,0,4,0,1,0,0,0,17.0,6.0,16.0,7,90,0,0,Southampton,Tottenham,False,-1,8,15:00,0.15647058823529414,2022-08-06
2022-23,Frederico Rodrigues de Paula Santos,MID,55,0.0,52,1,1,0,0,2,0,0,0,0,0,3.1,1.0,1.0,6,52,0,0,Man United,Brighton,True,-1,8,14:00,3.28125,2022-08-07
2022-23,Jakub Moder,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Brighton,Man United,False,1,8,14:00,0.3047619047619048,2022-08-07
2022-23,Jean-Philippe Mateta,FWD,55,0.0,32,1,1,0,0,1,0,0,0,0,0,11.2,10.0,0.0,2,32,0,0,Crystal Palace,Arsenal,True,-1,8,20:00,0.44047619047619047,2022-08-05
2022-23,Salomón Rondón,FWD,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Everton,Chelsea,True,-1,8,17:30,0.2927272727272727,2022-08-06
2022-23,Liam Cooper,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leeds,Wolves,True,1,8,15:00,1.4222222222222223,2022-08-06
2022-23,Erling Haaland,FWD,115,0.0,77,13,3,0,2,0,0,0,0,0,1,4.8,73.0,62.6,48,77,0,0,Man City,West Ham,False,1,8,16:30,5.88235294117647,2022-08-07
2022-23,Lewis Cook,MID,50,0.0,18,1,1,0,0,0,0,0,0,0,0,0.3,0.0,7.2,4,18,0,0,Bournemouth,Aston Villa,True,1,8,15:00,0.5333333333333333,2022-08-06
2022-23,Remi Matthews,GK,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Crystal Palace,Arsenal,True,-1,8,20:00,0.44047619047619047,2022-08-05
2022-23,Phil Foden,MID,80,0.0,87,3,1,0,0,0,0,0,0,0,1,30.4,10.0,10.8,19,87,0,0,Man City,West Ham,False,1,8,16:30,5.88235294117647,2022-08-07
2022-23,Calvin Ramsay,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,Fulham,False,0,8,12:30,8.8,2022-08-06
2022-23,Steve Cook,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest,Newcastle,False,-1,8,15:00,0.3161904761904762,2022-08-06
2022-23,Ryan Bertrand,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Brentford,True,0,8,14:00,1.75,2022-08-07
2022-23,Sékou Mara,FWD,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Tottenham,False,-1,8,15:00,0.15647058823529414,2022-08-06
2022-23,Scott McTominay,MID,50,0.0,77,1,1,0,0,2,0,0,0,0,0,2.1,26.0,0.0,1,77,1,0,Man United,Brighton,True,-1,8,14:00,3.28125,2022-08-07
2022-23,Xande Nascimento da Costa Silva,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Nott'm Forest,Newcastle,False,-1,8,15:00,0.3161904761904762,2022-08-06
2022-23,Dean Henderson,GK,45,0.0,90,3,1,0,0,2,7,0,0,0,0,0.0,0.0,48.0,26,90,0,0,Nott'm Forest,Newcastle,False,-1,8,15:00,0.3161904761904762,2022-08-06
2022-23,Jack Stacey,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Bournemouth,Aston Villa,True,1,8,15:00,0.5333333333333333,2022-08-06
2022-23,Mason Holgate,DEF,45,0.0,72,1,1,0,0,1,0,0,0,0,0,0.5,20.0,27.0,9,72,1,0,Everton,Chelsea,True,-1,8,17:30,0.2927272727272727,2022-08-06
2022-23,Steven Alzate,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Brighton,Man United,False,1,8,14:00,0.3047619047619048,2022-08-07
2022-23,Mateusz Klich,MID,50,0.0,25,1,1,0,0,0,0,0,0,0,0,5.3,4.0,1.4,2,25,0,0,Leeds,Wolves,True,1,8,15:00,1.4222222222222223,2022-08-06
2022-23,Armel Bella-Kotchap,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Tottenham,False,-1,8,15:00,0.15647058823529414,2022-08-06
2022-23,Ainsley Maitland-Niles,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Crystal Palace,False,1,8,20:00,2.27027027027027,2022-08-05
2022-23,James Milner,MID,45,0.0,31,1,1,0,0,1,0,0,0,0,0,4.7,8.0,3.2,1,31,0,0,Liverpool,Fulham,False,0,8,12:30,8.8,2022-08-06
2022-23,Keane Lewis-Potter,MID,55,0.0,31,1,1,0,0,0,0,0,0,0,0,0.2,2.0,5.2,3,31,0,0,Brentford,Leicester,False,0,8,14:00,0.5714285714285714,2022-08-07
2022-23,Kevin De Bruyne,MID,120,0.0,87,6,2,1,0,0,0,0,0,0,1,43.0,20.0,24.4,24,87,0,0,Man City,West Ham,False,1,8,16:30,5.88235294117647,2022-08-07
2022-23,Sepp van den Berg,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,Fulham,False,0,8,12:30,8.8,2022-08-06
2022-23,Joe Gelhardt,FWD,55,0.0,6,1,1,0,0,0,0,0,0,0,0,0.3,0.0,0.2,2,6,0,0,Leeds,Wolves,True,1,8,15:00,1.4222222222222223,2022-08-06
2022-23,Diego Carlos Santos Silva,DEF,50,0.0,90,1,1,0,0,2,0,0,0,0,0,1.5,3.0,9.2,8,90,0,0,Aston Villa,Bournemouth,False,-1,8,15:00,1.875,2022-08-06
2022-23,Lucas Rodrigues Moura da Silva,MID,60,0.0,4,1,1,0,0,0,0,0,0,0,0,0.0,0.0,2.0,5,4,0,0,Tottenham,Southampton,True,1,8,15:00,6.390977443609022,2022-08-06
2022-23,Ben Mee,DEF,45,0.0,58,0,0,0,0,2,0,0,0,0,0,1.4,0.0,7.8,9,58,0,0,Brentford,Leicester,False,0,8,14:00,0.5714285714285714,2022-08-07
2022-23,Marcus Oliveira Alencar,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Crystal Palace,False,1,8,20:00,2.27027027027027,2022-08-05
2022-23,Daniel James,MID,60,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leeds,Wolves,True,1,8,15:00,1.4222222222222223,2022-08-06
2022-23,João Cancelo,DEF,70,0.0,90,7,2,0,0,0,0,0,0,0,1,18.9,5.0,15.4,27,90,1,0,Man City,West Ham,False,1,8,16:30,5.88235294117647,2022-08-07
2022-23,Bruno Borges Fernandes,MID,100,0.0,89,2,1,0,0,2,0,0,0,0,0,35.0,8.0,10.8,14,89,0,0,Man United,Brighton,True,-1,8,14:00,3.28125,2022-08-07
2022-23,Tyler Adams,MID,50,0.0,90,1,1,0,0,1,0,0,0,0,0,12.0,1.0,11.0,7,90,1,0,Leeds,Wolves,True,1,8,15:00,1.4222222222222223,2022-08-06
2022-23,Ciaran Clark,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Newcastle,Nott'm Forest,True,1,8,15:00,3.162650602409639,2022-08-06
2022-23,Mark Travers,GK,45,0.0,90,6,2,0,0,0,2,0,0,0,1,0.0,0.0,14.6,24,90,0,0,Bournemouth,Aston Villa,True,1,8,15:00,0.5333333333333333,2022-08-06
2022-23,Jordan Zemura,DEF,45,0.0,90,6,2,0,0,0,0,0,0,0,1,10.7,2.0,21.6,25,90,0,0,Bournemouth,Aston Villa,True,1,8,15:00,0.5333333333333333,2022-08-06
2022-23,Rob Holding,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Crystal Palace,False,1,8,20:00,2.27027027027027,2022-08-05
2022-23,Ivan Toney,FWD,70,0.0,90,8,2,0,1,2,0,0,0,0,0,25.8,23.0,39.0,26,90,0,0,Brentford,Leicester,False,0,8,14:00,0.5714285714285714,2022-08-07
2022-23,Pontus Jansson,DEF,45,0.0,90,1,1,0,0,2,0,0,0,0,0,0.5,0.0,18.2,17,90,0,0,Brentford,Leicester,False,0,8,14:00,0.5714285714285714,2022-08-07
2022-23,Marvelous Nakamba,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Aston Villa,Bournemouth,False,-1,8,15:00,1.875,2022-08-06
2022-23,Nampalys Mendy,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Brentford,True,0,8,14:00,1.75,2022-08-07
2022-23,Fábio Ferreira Vieira,MID,60,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Crystal Palace,False,1,8,20:00,2.27027027027027,2022-08-05
2022-23,Ryan Fredericks,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Bournemouth,Aston Villa,True,1,8,15:00,0.5333333333333333,2022-08-06
2022-23,Stanley Mills,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Everton,Chelsea,True,-1,8,17:30,0.2927272727272727,2022-08-06
2022-23,Kurt Zouma,DEF,45,0.0,90,1,1,0,0,2,0,0,0,0,0,0.2,2.0,13.0,8,90,0,0,West Ham,Man City,True,-1,8,16:30,0.17,2022-08-07
2022-23,Luke Mbete-Tabu,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man City,West Ham,False,1,8,16:30,5.88235294117647,2022-08-07
2022-23,Armstrong Oko-Flex,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,West Ham,Man City,True,-1,8,16:30,0.17,2022-08-07
2022-23,Taiwo Awoniyi,FWD,60,0.0,27,1,1,0,0,1,0,0,0,0,0,0.4,0.0,3.2,6,27,0,0,Nott'm Forest,Newcastle,False,-1,8,15:00,0.3161904761904762,2022-08-06
2022-23,Harry Winks,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Tottenham,Southampton,True,1,8,15:00,6.390977443609022,2022-08-06
2022-23,Levi Colwill,DEF,45,0.0,1,1,1,0,0,0,0,0,0,0,0,0.1,0.0,0.2,3,1,0,0,Brighton,Man United,False,1,8,14:00,0.3047619047619048,2022-08-07
2022-23,Ricardo Barbosa Pereira,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Brentford,True,0,8,14:00,1.75,2022-08-07
2022-23,Moussa Djenepo,MID,50,0.0,71,5,2,1,0,4,0,0,0,0,0,12.2,12.0,22.6,16,71,0,0,Southampton,Tottenham,False,-1,8,15:00,0.15647058823529414,2022-08-06
2022-23,Morgan Gibbs-White,MID,55,0.0,90,2,1,0,0,2,0,0,0,0,0,23.6,13.0,11.6,9,90,0,0,Wolves,Leeds,False,-1,8,15:00,0.703125,2022-08-06
2022-23,Mads Bidstrup,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Brentford,Leicester,False,0,8,14:00,0.5714285714285714,2022-08-07
2022-23,Ryan Christie,MID,55,0.0,4,1,1,0,0,0,0,0,0,0,0,0.3,0.0,0.0,1,4,0,0,Bournemouth,Aston Villa,True,1,8,15:00,0.5333333333333333,2022-08-06
2022-23,Carney Chukwuemeka,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Chelsea,Everton,False,1,8,17:30,3.4161490683229814,2022-08-06
2022-23,Matty Cash,DEF,50,0.0,90,1,1,0,0,2,0,0,0,0,0,11.0,10.0,13.2,15,90,0,0,Aston Villa,Bournemouth,False,-1,8,15:00,1.875,2022-08-06
2022-23,Bernardo Veiga de Carvalho e Silva,MID,70,0.0,12,1,1,0,0,0,0,0,0,0,0,2.7,2.0,4.4,3,12,0,0,Man City,West Ham,False,1,8,16:30,5.88235294117647,2022-08-07
2022-23,Javier Manquillo Gaitán,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Newcastle,Nott'm Forest,True,1,8,15:00,3.162650602409639,2022-08-06
2022-23,Bertrand Traoré,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Aston Villa,Bournemouth,False,-1,8,15:00,1.875,2022-08-06
2022-23,Raphaël Varane,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man United,Brighton,True,-1,8,14:00,3.28125,2022-08-07
2022-23,Cody Drameh,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leeds,Wolves,True,1,8,15:00,1.4222222222222223,2022-08-06
