,season,name,position,value,value_delta,adjusted_points_range,assists,goals_scored,goals_conceded,saves,own_goals,penalties_missed,penalties_saved,clean_sheets,creativity,threat,influence,bps,minutes,yellow_cards,red_cards,plays_for,opponent_team,was_home,is_won,month_of_match,time_of_match,win_expectation,date_of_match
351,2018-19,Matthew Lowton,DEF,50,0.0,1,0,0,0,0,0,0,0,1,6.8,1.0,11.0,26,90,0,0,Burnley,Southampton,False,0,8,13:30,0.37,2018-08-12
352,2018-19,Matty James,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Man United,False,-1,8,20:00,0.20933333333333334,2018-08-10
353,2018-19,Matt Doherty,DEF,45,0.0,0,0,0,2,0,0,0,0,0,26.3,0.0,19.8,11,90,0,0,Wolves,Everton,True,0,8,17:30,1.3924050632911391,2018-08-11
354,2018-19,Matt Ritchie,MID,60,0.0,1,1,0,2,0,0,0,0,0,36.7,9.0,21.4,19,68,0,0,Newcastle,Tottenham,True,-1,8,12:30,0.5230769230769231,2018-08-11
355,2018-19,Matt Targett,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Burnley,True,0,8,13:30,2.7027027027027026,2018-08-12
356,2018-19,Maxime Le marchand,DEF,45,0.0,0,0,0,2,0,0,0,0,0,1.1,2.0,23.4,20,90,0,0,Fulham,Crystal Palace,True,-1,8,15:00,1.2,2018-08-11
357,2018-19,Max Meyer,MID,60,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Crystal Palace,Fulham,False,1,8,15:00,0.8333333333333334,2018-08-11
358,2018-19,Maya Yoshida,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Burnley,True,0,8,13:30,2.7027027027027026,2018-08-12
359,2018-19,Mesut Özil,MID,85,0.0,0,0,0,2,0,0,0,0,0,24.7,6.0,9.2,10,90,0,0,Arsenal,Man City,True,-1,8,16:00,0.4875,2018-08-12
360,2018-19,Michael Keane,DEF,50,0.0,1,1,0,2,0,0,0,0,0,10.2,25.0,40.4,27,90,0,0,Everton,Wolves,False,0,8,17:30,0.7181818181818183,2018-08-11
361,2018-19,Michail Antonio,MID,70,0.0,0,0,0,4,0,0,0,0,0,14.0,24.0,18.6,5,90,1,0,West Ham,Liverpool,False,-1,8,13:30,0.08928571428571429,2018-08-12
362,2018-19,Michel Vorm,GK,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Tottenham,Newcastle,False,1,8,12:30,1.9117647058823528,2018-08-11
363,2018-19,Miguel Britos,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Brighton,True,1,8,15:00,1.4345991561181433,2018-08-11
364,2018-19,Mikel Merino,MID,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Newcastle,Tottenham,True,-1,8,12:30,0.5230769230769231,2018-08-11
365,2018-19,Mohamed Diamé,MID,50,0.0,0,0,0,2,0,0,0,0,0,12.5,8.0,11.4,7,90,1,0,Newcastle,Tottenham,True,-1,8,12:30,0.5230769230769231,2018-08-11
366,2018-19,Mohamed Elneny,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Man City,True,-1,8,16:00,0.4875,2018-08-12
367,2018-19,Mohamed Elyounoussi,MID,65,0.0,0,0,0,0,0,0,0,0,0,58.3,26.0,12.0,6,34,0,0,Southampton,Burnley,True,0,8,13:30,2.7027027027027026,2018-08-12
368,2018-19,Mohamed Salah,MID,130,0.0,2,0,1,0,0,0,0,0,1,29.0,92.0,47.6,20,86,0,0,Liverpool,West Ham,True,1,8,13:30,11.2,2018-08-12
369,2018-19,Morgan Gibbs-white,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,2,5,0,0,Wolves,Everton,True,0,8,17:30,1.3924050632911391,2018-08-11
370,2018-19,Morgan Schneiderlin,MID,45,0.0,0,0,0,2,0,0,0,0,0,4.4,0.0,11.8,14,90,0,0,Everton,Wolves,False,0,8,17:30,0.7181818181818183,2018-08-11
371,2018-19,Mousa Dembélé,MID,50,0.0,0,0,0,0,0,0,0,0,0,0.5,1.0,3.0,2,22,0,0,Tottenham,Newcastle,False,1,8,12:30,1.9117647058823528,2018-08-11
372,2018-19,Moussa Sissoko,MID,50,0.0,0,0,0,1,0,0,0,0,0,7.1,17.0,10.6,11,90,0,0,Tottenham,Newcastle,False,1,8,12:30,1.9117647058823528,2018-08-11
373,2018-19,N'golo Kanté,MID,50,0.0,2,0,1,0,0,0,0,0,1,11.2,17.0,42.4,30,90,0,0,Chelsea,Huddersfield,False,1,8,15:00,4.037267080745341,2018-08-11
374,2018-19,Naby Keita,MID,75,0.0,1,0,0,0,0,0,0,0,1,17.6,10.0,10.0,15,90,0,0,Liverpool,West Ham,True,1,8,13:30,11.2,2018-08-12
375,2018-19,Nacho Monreal,DEF,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Man City,True,-1,8,16:00,0.4875,2018-08-12
376,2018-19,Nahki Wells,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Burnley,Southampton,False,0,8,13:30,0.37,2018-08-12
377,2018-19,Nathaniel Chalobah,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Brighton,True,1,8,15:00,1.4345991561181433,2018-08-11
378,2018-19,Nathaniel Clyne,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,West Ham,True,1,8,13:30,11.2,2018-08-12
379,2018-19,Nathaniel Mendez-laing,MID,50,0.0,0,0,0,1,0,0,0,0,0,0.9,13.0,3.6,4,62,0,0,Cardiff,Bournemouth,False,-1,8,15:00,0.4222222222222222,2018-08-11
380,2018-19,Nathan Aké,DEF,50,0.0,2,0,0,0,0,0,0,0,1,1.1,0.0,35.0,33,90,0,0,Bournemouth,Cardiff,True,1,8,15:00,2.368421052631579,2018-08-11
381,2018-19,Nathan Redmond,MID,55,0.0,1,0,0,0,0,0,0,0,1,13.4,38.0,10.0,13,90,0,0,Southampton,Burnley,True,0,8,13:30,2.7027027027027026,2018-08-12
382,2018-19,Neeskens Kebano,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Fulham,Crystal Palace,True,-1,8,15:00,1.2,2018-08-11
383,2018-19,Neil Etheridge,GK,45,0.0,1,0,0,2,2,0,0,1,0,0.0,0.0,37.8,26,90,0,0,Cardiff,Bournemouth,False,-1,8,15:00,0.4222222222222222,2018-08-11
384,2018-19,Nemanja Matic,MID,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man United,Leicester,True,1,8,20:00,4.777070063694267,2018-08-10
385,2018-19,Nick Pope,GK,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Burnley,Southampton,False,0,8,13:30,0.37,2018-08-12
386,2018-19,Nicolás Otamendi,DEF,65,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man City,Arsenal,False,1,8,16:00,2.0512820512820515,2018-08-12
387,2018-19,Nikola Vlasic,MID,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Everton,Wolves,False,0,8,17:30,0.7181818181818183,2018-08-11
388,2018-19,Oleksandr Zinchenko,MID,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man City,Arsenal,False,1,8,16:00,2.0512820512820515,2018-08-12
389,2018-19,Olivier Giroud,FWD,80,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Chelsea,Huddersfield,False,1,8,15:00,4.037267080745341,2018-08-11
390,2018-19,Omar Bogle,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Cardiff,Bournemouth,False,-1,8,15:00,0.4222222222222222,2018-08-11
391,2018-19,Oriol Romeu vidal,MID,45,0.0,1,0,0,0,0,0,0,0,1,4.1,10.0,17.4,12,90,0,0,Southampton,Burnley,True,0,8,13:30,2.7027027027027026,2018-08-12
392,2018-19,Oumar Niasse,FWD,55,0.0,0,0,0,0,0,0,0,0,0,0.5,2.0,0.6,1,9,0,0,Everton,Wolves,False,0,8,17:30,0.7181818181818183,2018-08-11
393,2018-19,Pablo Zabaleta,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,West Ham,Liverpool,False,-1,8,13:30,0.08928571428571429,2018-08-12
394,2018-19,Pape Souaré,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.1,0.0,1.0,3,1,0,0,Crystal Palace,Fulham,False,1,8,15:00,0.8333333333333334,2018-08-11
395,2018-19,Pascal Groß,MID,70,0.0,0,0,0,2,0,0,0,0,0,20.3,4.0,8.6,6,59,0,0,Brighton,Watford,False,-1,8,15:00,0.6970588235294118,2018-08-11
396,2018-19,Patrick Van aanholt,DEF,55,0.0,2,1,0,0,0,0,0,0,1,22.4,23.0,35.6,36,90,0,0,Crystal Palace,Fulham,False,1,8,15:00,0.8333333333333334,2018-08-11
397,2018-19,Paul Dummett,DEF,45,0.0,0,0,0,2,0,0,0,0,0,1.4,1.0,10.0,8,90,0,0,Newcastle,Tottenham,True,-1,8,12:30,0.5230769230769231,2018-08-11
398,2018-19,Paul Pogba,MID,80,0.0,2,0,1,0,0,0,0,0,1,9.9,24.0,56.8,29,83,0,0,Man United,Leicester,True,1,8,20:00,4.777070063694267,2018-08-10
399,2018-19,Pedro Obiang,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,West Ham,Liverpool,False,-1,8,13:30,0.08928571428571429,2018-08-12
400,2018-19,Pedro Rodríguez ledesma,MID,65,0.0,2,0,1,0,0,0,0,0,1,19.4,21.0,42.6,31,80,0,0,Chelsea,Huddersfield,False,1,8,15:00,4.037267080745341,2018-08-11
401,2018-19,Petr Cech,GK,50,0.0,1,0,0,2,6,0,0,0,0,0.0,0.0,47.0,24,90,0,0,Arsenal,Man City,True,-1,8,16:00,0.4875,2018-08-12
402,2018-19,Philip Billing,MID,45,0.0,0,0,0,3,0,0,0,0,0,2.4,22.0,20.8,16,90,0,0,Huddersfield,Chelsea,True,-1,8,15:00,0.2476923076923077,2018-08-11
403,2018-19,Phil Bardsley,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Burnley,Southampton,False,0,8,13:30,0.37,2018-08-12
404,2018-19,Phil Foden,MID,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man City,Arsenal,False,1,8,16:00,2.0512820512820515,2018-08-12
405,2018-19,Phil Jagielka,DEF,45,0.0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,-5,39,0,1,Everton,Wolves,False,0,8,17:30,0.7181818181818183,2018-08-11
406,2018-19,Phil Jones,DEF,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man United,Leicester,True,1,8,20:00,4.777070063694267,2018-08-10
407,2018-19,Pierre-emerick Aubameyang,FWD,110,0.0,0,0,0,2,0,0,0,0,0,12.2,1.0,1.0,5,90,0,0,Arsenal,Man City,True,-1,8,16:00,0.4875,2018-08-12
408,2018-19,Pierre-emile Højbjerg,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Burnley,True,0,8,13:30,2.7027027027027026,2018-08-12
409,2018-19,Pontus Dahlberg,GK,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Brighton,True,1,8,15:00,1.4345991561181433,2018-08-11
410,2018-19,Rachid Ghezzal,MID,55,0.0,0,0,0,1,0,0,0,0,0,2.3,4.0,1.6,3,27,0,0,Leicester,Man United,False,-1,8,20:00,0.20933333333333334,2018-08-10
411,2018-19,Rafa Mir,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Wolves,Everton,True,0,8,17:30,1.3924050632911391,2018-08-11
412,2018-19,Ragnar Klavan,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,West Ham,True,1,8,13:30,11.2,2018-08-12
413,2018-19,Raheem Sterling,MID,110,0.0,2,0,1,0,0,0,0,0,1,17.8,52.0,38.2,22,86,1,0,Man City,Arsenal,False,1,8,16:00,2.0512820512820515,2018-08-12
414,2018-19,Rajiv Van la parra,MID,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Huddersfield,Chelsea,True,-1,8,15:00,0.2476923076923077,2018-08-11
415,2018-19,Ramadan Sobhi,MID,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Huddersfield,Chelsea,True,-1,8,15:00,0.2476923076923077,2018-08-11
416,2018-19,Raúl Jiménez,FWD,55,0.0,1,0,1,2,0,0,0,0,0,15.5,60.0,44.8,25,90,0,0,Wolves,Everton,True,0,8,17:30,1.3924050632911391,2018-08-11
417,2018-19,Reece Oxford,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,West Ham,Liverpool,False,-1,8,13:30,0.08928571428571429,2018-08-12
418,2018-19,Reiss Nelson,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Man City,True,-1,8,16:00,0.4875,2018-08-12
419,2018-19,Ricardo domingos Barbosa pereira,DEF,50,0.0,1,1,0,2,0,0,0,0,0,24.3,16.0,17.6,23,90,0,0,Leicester,Man United,False,-1,8,20:00,0.20933333333333334,2018-08-10
420,2018-19,Richarlison De andrade,MID,65,0.0,3,0,2,2,0,0,0,0,0,5.6,56.0,78.2,46,85,1,0,Everton,Wolves,False,0,8,17:30,0.7181818181818183,2018-08-11
421,2018-19,Riyad Mahrez,MID,90,0.0,0,0,0,0,0,0,0,0,0,20.6,17.0,6.0,4,59,0,0,Man City,Arsenal,False,1,8,16:00,2.0512820512820515,2018-08-12
422,2018-19,Robbie Brady,MID,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Burnley,Southampton,False,0,8,13:30,0.37,2018-08-12
423,2018-19,Robert kenedy Nunes do nascimento,MID,50,0.0,0,0,0,2,0,0,0,0,0,1.5,5.0,10.4,8,90,0,0,Newcastle,Tottenham,True,-1,8,12:30,0.5230769230769231,2018-08-11
424,2018-19,Roberto Firmino,FWD,95,0.0,1,1,0,0,0,0,0,0,1,29.5,15.0,22.6,23,68,0,0,Liverpool,West Ham,True,1,8,13:30,11.2,2018-08-12
425,2018-19,Roberto Pereyra,MID,60,0.0,3,0,2,0,0,0,0,0,1,14.5,66.0,73.6,56,86,0,0,Watford,Brighton,True,1,8,15:00,1.4345991561181433,2018-08-11
426,2018-19,Robert Elliot,GK,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Newcastle,Tottenham,True,-1,8,12:30,0.5230769230769231,2018-08-11
427,2018-19,Robert Snodgrass,MID,55,0.0,0,0,0,2,0,0,0,0,0,5.4,0.0,7.0,5,45,0,0,West Ham,Liverpool,False,-1,8,13:30,0.08928571428571429,2018-08-12
428,2018-19,Rob Holding,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Man City,True,-1,8,16:00,0.4875,2018-08-12
429,2018-19,Roderick jefferson Gonçalves miranda,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Wolves,Everton,True,0,8,17:30,1.3924050632911391,2018-08-11
430,2018-19,Romain Saïss,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Wolves,Everton,True,0,8,17:30,1.3924050632911391,2018-08-11
431,2018-19,Romelu Lukaku,FWD,110,0.0,0,0,0,1,0,0,0,0,0,0.5,17.0,4.0,-2,23,0,0,Man United,Leicester,True,1,8,20:00,4.777070063694267,2018-08-10
432,2018-19,Ross Barkley,MID,60,0.0,1,0,0,0,0,0,0,0,1,17.8,20.0,7.4,12,67,0,0,Chelsea,Huddersfield,False,1,8,15:00,4.037267080745341,2018-08-11
433,2018-19,Ruben Loftus-cheek,MID,55,0.0,0,0,0,0,0,0,0,0,0,1.3,0.0,2.2,5,22,0,0,Chelsea,Huddersfield,False,1,8,15:00,4.037267080745341,2018-08-11
434,2018-19,Rui pedro Da rocha fonte,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Fulham,Crystal Palace,True,-1,8,15:00,1.2,2018-08-11
435,2018-19,Rui pedro Dos santos patrício,GK,45,0.0,0,0,0,2,3,0,0,0,0,0.0,0.0,21.8,14,90,0,0,Wolves,Everton,True,0,8,17:30,1.3924050632911391,2018-08-11
436,2018-19,Ryan Bennett,DEF,40,0.0,0,0,0,2,0,0,0,0,0,25.4,0.0,26.0,18,90,0,0,Wolves,Everton,True,0,8,17:30,1.3924050632911391,2018-08-11
437,2018-19,Ryan Bertrand,DEF,50,0.0,1,0,0,0,0,0,0,0,1,31.3,10.0,18.4,24,90,0,0,Southampton,Burnley,True,0,8,13:30,2.7027027027027026,2018-08-12
438,2018-19,Ryan Fraser,MID,55,0.0,2,0,1,0,0,0,0,0,1,43.3,25.0,42.8,38,90,0,0,Bournemouth,Cardiff,True,1,8,15:00,2.368421052631579,2018-08-11
439,2018-19,Ryan Fredericks,DEF,50,0.0,0,0,0,4,0,0,0,0,0,1.3,0.0,6.2,5,90,0,0,West Ham,Liverpool,False,-1,8,13:30,0.08928571428571429,2018-08-12
440,2018-19,Ryan Sessegnon,MID,65,0.0,0,0,0,2,0,0,0,0,0,18.6,25.0,14.2,6,90,0,0,Fulham,Crystal Palace,True,-1,8,15:00,1.2,2018-08-11
441,2018-19,Rúben diogo Da silva neves,MID,50,0.0,2,1,1,2,0,0,0,0,0,27.8,16.0,60.6,44,90,0,0,Wolves,Everton,True,0,8,17:30,1.3924050632911391,2018-08-11
442,2018-19,Rúben gonçalo Silva nascimento vinagre,DEF,45,0.0,0,0,0,0,0,0,0,0,0,1.2,0.0,2.2,3,14,0,0,Wolves,Everton,True,0,8,17:30,1.3924050632911391,2018-08-11
443,2018-19,Sadio Mané,MID,95,0.0,3,0,2,0,0,0,0,0,1,29.3,79.0,77.0,52,81,0,0,Liverpool,West Ham,True,1,8,13:30,11.2,2018-08-12
444,2018-19,Salomón Rondón,FWD,60,0.0,0,0,0,0,0,0,0,0,0,0.5,26.0,0.0,0,31,0,0,Newcastle,Tottenham,True,-1,8,12:30,0.5230769230769231,2018-08-11
445,2018-19,Sam Baldock,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Brighton,Watford,False,-1,8,15:00,0.6970588235294118,2018-08-11
446,2018-19,Sam Byram,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,West Ham,Liverpool,False,-1,8,13:30,0.08928571428571429,2018-08-12
447,2018-19,Sam Mcqueen,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Burnley,True,0,8,13:30,2.7027027027027026,2018-08-12
448,2018-19,Sam Vokes,FWD,55,0.0,0,0,0,0,0,0,0,0,0,0.0,4.0,0.0,2,17,0,0,Burnley,Southampton,False,0,8,13:30,0.37,2018-08-12
449,2018-19,Sandro Ramírez,FWD,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Everton,Wolves,False,0,8,17:30,0.7181818181818183,2018-08-11
450,2018-19,Scott Dann,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Crystal Palace,Fulham,False,1,8,15:00,0.8333333333333334,2018-08-11
451,2018-19,Scott Malone,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Huddersfield,Chelsea,True,-1,8,15:00,0.2476923076923077,2018-08-11
452,2018-19,Scott Mctominay,MID,45,0.0,0,0,0,1,0,0,0,0,0,0.6,2.0,0.4,3,14,0,0,Man United,Leicester,True,1,8,20:00,4.777070063694267,2018-08-10
453,2018-19,Sead Kolasinac,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Arsenal,Man City,True,-1,8,16:00,0.4875,2018-08-12
454,2018-19,Seamus Coleman,DEF,55,0.0,0,0,0,2,0,0,0,0,0,1.8,21.0,26.4,8,90,0,0,Everton,Wolves,False,0,8,17:30,0.7181818181818183,2018-08-11
455,2018-19,Sean Morrison,DEF,50,0.0,0,0,0,2,0,0,0,0,0,10.6,41.0,28.2,14,90,0,0,Cardiff,Bournemouth,False,-1,8,15:00,0.4222222222222222,2018-08-11
456,2018-19,Sebastian Prödl,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Brighton,True,1,8,15:00,1.4345991561181433,2018-08-11
457,2018-19,Serge Aurier,DEF,60,0.0,1,1,0,1,0,0,0,0,0,20.7,4.0,32.8,22,90,0,0,Tottenham,Newcastle,False,1,8,12:30,1.9117647058823528,2018-08-11
458,2018-19,Sergio Agüero,FWD,110,0.0,0,0,0,0,0,0,0,0,1,29.6,39.0,8.2,4,78,0,0,Man City,Arsenal,False,1,8,16:00,2.0512820512820515,2018-08-12
459,2018-19,Sergio Rico,GK,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Fulham,Crystal Palace,True,-1,8,15:00,1.2,2018-08-11
460,2018-19,Sergio Romero,GK,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Man United,Leicester,True,1,8,20:00,4.777070063694267,2018-08-10
461,2018-19,Shane Duffy,DEF,45,0.0,0,0,0,2,0,0,0,0,0,0.0,0.0,27.0,16,90,0,0,Brighton,Watford,False,-1,8,15:00,0.6970588235294118,2018-08-11
462,2018-19,Shane Long,FWD,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Burnley,True,0,8,13:30,2.7027027027027026,2018-08-12
463,2018-19,Shinji Okazaki,FWD,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Leicester,Man United,False,-1,8,20:00,0.20933333333333334,2018-08-10
464,2018-19,Shkodran Mustafi,DEF,55,0.0,0,0,0,2,0,0,0,0,0,0.2,17.0,29.4,16,90,0,0,Arsenal,Man City,True,-1,8,16:00,0.4875,2018-08-12
465,2018-19,Simon Francis,DEF,45,0.0,1,1,0,0,0,0,0,0,0,10.8,4.0,22.2,15,23,0,0,Bournemouth,Cardiff,True,1,8,15:00,2.368421052631579,2018-08-11
466,2018-19,Simon Mignolet,GK,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Liverpool,West Ham,True,1,8,13:30,11.2,2018-08-12
467,2018-19,Sofiane Boufal,MID,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Burnley,True,0,8,13:30,2.7027027027027026,2018-08-12
468,2018-19,Sokratis Papastathopoulos,DEF,55,0.0,0,0,0,2,0,0,0,0,0,10.3,0.0,16.6,13,90,1,0,Arsenal,Man City,True,-1,8,16:00,0.4875,2018-08-12
469,2018-19,Solomon March,MID,50,0.0,0,0,0,2,0,0,0,0,0,14.3,2.0,3.2,6,70,0,0,Brighton,Watford,False,-1,8,15:00,0.6970588235294118,2018-08-11
470,2018-19,Sol Bamba,DEF,45,0.0,0,0,0,2,0,0,0,0,0,0.9,0.0,7.2,7,90,0,0,Cardiff,Bournemouth,False,-1,8,15:00,0.4222222222222222,2018-08-11
471,2018-19,Stefano Okaka,FWD,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Watford,Brighton,True,1,8,15:00,1.4345991561181433,2018-08-11
472,2018-19,Stefan Johansen,MID,55,0.0,0,0,0,0,0,0,0,0,0,4.4,0.0,6.8,6,8,0,0,Fulham,Crystal Palace,True,-1,8,15:00,1.2,2018-08-11
473,2018-19,Stephan Lichtsteiner,DEF,50,0.0,0,0,0,1,0,0,0,0,0,5.8,2.0,1.0,0,55,0,0,Arsenal,Man City,True,-1,8,16:00,0.4875,2018-08-12
474,2018-19,Stephen Ward,DEF,50,0.0,1,0,0,0,0,0,0,0,1,3.4,19.0,19.8,24,90,0,0,Burnley,Southampton,False,0,8,13:30,0.37,2018-08-12
475,2018-19,Steven Davis,MID,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Southampton,Burnley,True,0,8,13:30,2.7027027027027026,2018-08-12
476,2018-19,Steven Defour,MID,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Burnley,Southampton,False,0,8,13:30,0.37,2018-08-12
477,2018-19,Steve Cook,DEF,45,0.0,1,0,0,0,0,0,0,0,1,1.0,2.0,23.2,25,90,0,0,Bournemouth,Cardiff,True,1,8,15:00,2.368421052631579,2018-08-11
478,2018-19,Steve Mounie,FWD,60,0.0,0,0,0,3,0,0,0,0,0,2.8,11.0,1.0,2,90,0,0,Huddersfield,Chelsea,True,-1,8,15:00,0.2476923076923077,2018-08-11
479,2018-19,Stuart Armstrong,MID,55,0.0,0,0,0,0,0,0,0,0,0,29.2,6.0,5.0,5,55,0,0,Southampton,Burnley,True,0,8,13:30,2.7027027027027026,2018-08-12
480,2018-19,Sullay Kaikai,MID,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Crystal Palace,Fulham,False,1,8,15:00,0.8333333333333334,2018-08-11
481,2018-19,Sung-yueng Ki,MID,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Newcastle,Tottenham,True,-1,8,12:30,0.5230769230769231,2018-08-11
482,2018-19,Tammy Abraham,FWD,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Chelsea,Huddersfield,False,1,8,15:00,4.037267080745341,2018-08-11
483,2018-19,Terence Kongolo,DEF,45,0.0,0,0,0,3,0,0,0,0,0,4.3,0.0,15.2,7,90,1,0,Huddersfield,Chelsea,True,-1,8,15:00,0.2476923076923077,2018-08-11
484,2018-19,Theo Walcott,MID,65,0.0,0,0,0,2,0,0,0,0,0,2.3,4.0,6.2,6,90,0,0,Everton,Wolves,False,0,8,17:30,0.7181818181818183,2018-08-11
485,2018-19,Thibaut Courtois,GK,55,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Chelsea,Huddersfield,False,1,8,15:00,4.037267080745341,2018-08-11
486,2018-19,Tiemoué Bakayoko,MID,50,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Chelsea,Huddersfield,False,1,8,15:00,4.037267080745341,2018-08-11
487,2018-19,Timothy Fosu-mensah,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Fulham,Crystal Palace,True,-1,8,15:00,1.2,2018-08-11
488,2018-19,Tim Ream,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,Fulham,Crystal Palace,True,-1,8,15:00,1.2,2018-08-11
