season,name,position,value,value_delta,minutes,total_points,total_points_range,assists,goals_scored,goals_conceded,saves,own_goals,penalties_missed,penalties_saved,clean_sheets,creativity,threat,influence,bps,minutes,yellow_cards,red_cards,plays_for,opponent_team,was_home,is_won,month_of_match,time_of_match,win_expectation,date_of_match
2016-17,Bartosz Kapustka,MID,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Hull,False,-1,8,12:30,2.356020942408377,2016-08-13
2016-17,Bastian Schweinsteiger,MID,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man United,Bournemouth,False,1,8,13:30,2.5675675675675675,2016-08-14
2016-17,Benik Afobe,FWD,60,0.0,23,1,1,0,0,0,0,0,0,0,0,10.5,2,1.2,-1,23,0,0,Bournemouth,Man United,True,-1,8,13:30,0.38947368421052636,2016-08-14
2016-17,Benjamin Chilwell,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Hull,False,-1,8,12:30,2.356020942408377,2016-08-13
2016-17,Ben Davies,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Everton,False,0,8,15:00,1.3333333333333335,2016-08-13
2016-17,Ben Foster,GK,45,0.0,90,10,2,0,0,0,4,0,0,0,1,10.0,0,23.6,32,90,0,0,West Brom,Crystal Palace,False,1,8,15:00,0.4444444444444444,2016-08-13
2016-17,Ben Gibson,DEF,45,0.0,90,2,1,0,0,1,0,0,0,0,0,0.1,6,10.4,6,90,0,0,Middlesbrough,Stoke,True,0,8,15:00,1.4285714285714286,2016-08-13
2016-17,Ben Mee,DEF,45,0.0,90,2,1,0,0,1,0,0,0,0,0,0.6,4,18.8,15,90,0,0,Burnley,Swansea,True,-1,8,15:00,1.3541666666666667,2016-08-13
2016-17,Ben Watson,MID,45,0.0,12,-2,0,0,0,0,0,0,0,0,0,1.1,0,0.0,-6,12,0,1,Watford,Southampton,False,0,8,15:00,0.36,2016-08-13
2016-17,Bernardo Espinosa zúñiga,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Middlesbrough,Stoke,True,0,8,15:00,1.4285714285714286,2016-08-13
2016-17,Bertrand Traore,MID,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,West Ham,True,1,8,20:00,3.6363636363636367,2016-08-15
2016-17,Billy Jones,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Sunderland,Man City,False,-1,8,17:30,0.08333333333333333,2016-08-13
2016-17,Boaz Myhill,GK,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Brom,Crystal Palace,False,1,8,15:00,0.4444444444444444,2016-08-13
2016-17,Bojan Krkic,MID,60,0.0,77,2,1,0,0,1,0,0,0,0,0,8.0,5,1.4,10,77,0,0,Stoke,Middlesbrough,False,0,8,15:00,0.7,2016-08-13
2016-17,Borja Bastón,FWD,70,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Swansea,Burnley,False,1,8,15:00,0.7384615384615384,2016-08-13
2016-17,Bradley Guzan,GK,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Middlesbrough,Stoke,True,0,8,15:00,1.4285714285714286,2016-08-13
2016-17,Bradley Smith,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Bournemouth,Man United,True,-1,8,13:30,0.38947368421052636,2016-08-14
2016-17,Branislav Ivanovic,DEF,60,0.0,90,2,1,0,0,1,0,0,0,0,0,12.9,41,18.4,15,90,0,0,Chelsea,West Ham,True,1,8,20:00,3.6363636363636367,2016-08-15
2016-17,Brendan Galloway,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Everton,Tottenham,True,0,8,15:00,0.7499999999999999,2016-08-13
2016-17,Brian Lenihan,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Hull,Leicester,True,1,8,12:30,0.4244444444444444,2016-08-13
2016-17,Brice Dja djédjé,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Southampton,False,0,8,15:00,0.36,2016-08-13
2016-17,Bryan Oviedo,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Everton,Tottenham,True,0,8,15:00,0.7499999999999999,2016-08-13
2016-17,Callum Mcmanaman,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Brom,Crystal Palace,False,1,8,15:00,0.4444444444444444,2016-08-13
2016-17,Callum Wilson,FWD,65,0.0,66,2,1,0,0,3,0,0,0,0,0,10.8,9,0.0,-1,66,0,0,Bournemouth,Man United,True,-1,8,13:30,0.38947368421052636,2016-08-14
2016-17,Calum Chambers,DEF,45,0.0,90,6,2,0,1,4,0,0,0,0,0,0.5,27,48.8,26,90,0,0,Arsenal,Liverpool,True,-1,8,16:00,1.2916666666666667,2016-08-14
2016-17,Cameron Borthwick-jackson,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man United,Bournemouth,False,1,8,13:30,2.5675675675675675,2016-08-14
2016-17,Cameron Brannagan,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Arsenal,False,1,8,16:00,0.7741935483870968,2016-08-14
2016-17,Cameron Carter-vickers,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Everton,False,0,8,15:00,1.3333333333333335,2016-08-13
2016-17,Carlos De pena,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Middlesbrough,Stoke,True,0,8,15:00,1.4285714285714286,2016-08-13
2016-17,Carl Jenkinson,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Liverpool,True,-1,8,16:00,1.2916666666666667,2016-08-14
2016-17,Cesc Fàbregas,MID,75,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,West Ham,True,1,8,20:00,3.6363636363636367,2016-08-15
2016-17,Charlie Adam,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Stoke,Middlesbrough,False,0,8,15:00,0.7,2016-08-13
2016-17,Charlie Austin,FWD,65,0.0,8,1,1,0,0,0,0,0,0,0,0,1.0,11,0.0,2,8,0,0,Southampton,Watford,True,0,8,15:00,2.7777777777777777,2016-08-13
2016-17,Charlie Daniels,DEF,50,0.0,90,1,1,0,0,3,0,0,0,0,0,29.7,0,16.2,19,90,0,0,Bournemouth,Man United,True,-1,8,13:30,0.38947368421052636,2016-08-14
2016-17,Cheikhou Kouyaté,MID,55,0.0,90,2,1,0,0,2,0,0,0,0,0,12.5,2,18.6,7,90,0,0,West Ham,Chelsea,False,-1,8,20:00,0.27499999999999997,2016-08-15
2016-17,Christian Benteke,FWD,75,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Arsenal,False,1,8,16:00,0.7741935483870968,2016-08-14
2016-17,Christian Eriksen,MID,85,0.0,90,2,1,0,0,1,0,0,0,0,0,32.5,16,14.2,3,90,0,0,Tottenham,Everton,False,0,8,15:00,1.3333333333333335,2016-08-13
2016-17,Christian Fuchs,DEF,55,0.0,90,0,0,0,0,2,0,0,0,0,0,13.8,17,25.4,17,90,1,0,Leicester,Hull,False,-1,8,12:30,2.356020942408377,2016-08-13
2016-17,Christian Kabasele,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Southampton,False,0,8,15:00,0.36,2016-08-13
2016-17,Chris Brunt,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Brom,Crystal Palace,False,1,8,15:00,0.4444444444444444,2016-08-13
2016-17,Chris Long,FWD,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Swansea,True,-1,8,15:00,1.3541666666666667,2016-08-13
2016-17,Chris Smalling,DEF,60,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man United,Bournemouth,False,1,8,13:30,2.5675675675675675,2016-08-14
2016-17,Chuba Akpom,FWD,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Liverpool,True,-1,8,16:00,1.2916666666666667,2016-08-14
2016-17,Chung-yong Lee,MID,45,0.0,65,3,1,0,0,0,0,0,0,0,1,41.3,4,13.4,21,65,0,0,Crystal Palace,West Brom,True,-1,8,15:00,2.25,2016-08-13
2016-17,Claudio Yacob,MID,45,0.0,90,3,1,0,0,0,0,0,0,0,1,0.3,2,11.6,9,90,0,0,West Brom,Crystal Palace,False,1,8,15:00,0.4444444444444444,2016-08-13
2016-17,Clinton N'jie,FWD,60,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Everton,False,0,8,15:00,1.3333333333333335,2016-08-13
2016-17,Connor Randall,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Arsenal,False,1,8,16:00,0.7741935483870968,2016-08-14
2016-17,Connor Wickham,FWD,60,0.0,90,2,1,0,0,1,0,0,0,0,0,8.3,13,0.0,1,90,0,0,Crystal Palace,West Brom,True,-1,8,15:00,2.25,2016-08-13
2016-17,Costel Pantilimon,GK,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,Southampton,False,0,8,15:00,0.36,2016-08-13
2016-17,Craig Cathcart,DEF,45,0.0,90,2,1,0,0,1,0,0,0,0,0,0.2,4,16.2,13,90,0,0,Watford,Southampton,False,0,8,15:00,0.36,2016-08-13
2016-17,Craig Dawson,DEF,50,0.0,90,5,2,0,0,0,0,0,0,0,1,20.0,8,18.0,18,90,1,0,West Brom,Crystal Palace,False,1,8,15:00,0.4444444444444444,2016-08-13
2016-17,Craig Gardner,MID,55,0.0,70,3,1,0,0,0,0,0,0,0,1,74.8,2,11.4,11,70,0,0,West Brom,Crystal Palace,False,1,8,15:00,0.4444444444444444,2016-08-13
2016-17,Cristhian Stuani,FWD,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Middlesbrough,Stoke,True,0,8,15:00,1.4285714285714286,2016-08-13
2016-17,Cristian Gamboa,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Brom,Crystal Palace,False,1,8,15:00,0.4444444444444444,2016-08-13
2016-17,Cuco Martina,DEF,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Southampton,Watford,True,0,8,15:00,2.7777777777777777,2016-08-13
2016-17,Curtis Davies,DEF,50,0.0,90,1,1,0,0,1,0,0,0,0,0,0.0,23,42.0,18,90,1,0,Hull,Leicester,True,1,8,12:30,0.4244444444444444,2016-08-13
2016-17,Cédric Soares,DEF,50,0.0,78,2,1,0,0,1,0,0,0,0,0,3.5,14,12.6,9,78,0,0,Southampton,Watford,True,0,8,15:00,2.7777777777777777,2016-08-13
2016-17,César Azpilicueta,DEF,60,0.0,90,5,2,1,0,1,0,0,0,0,0,15.8,6,12.0,24,90,1,0,Chelsea,West Ham,True,1,8,20:00,3.6363636363636367,2016-08-15
2016-17,Dael Fry,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Middlesbrough,Stoke,True,0,8,15:00,1.4285714285714286,2016-08-13
2016-17,Daley Blind,DEF,55,0.0,90,2,1,0,0,1,0,0,0,0,0,0.7,0,31.0,23,90,0,0,Man United,Bournemouth,False,1,8,13:30,2.5675675675675675,2016-08-14
2016-17,Damien Delaney,DEF,50,0.0,90,2,1,0,0,1,0,0,0,0,0,0.3,0,16.0,13,90,0,0,Crystal Palace,West Brom,True,-1,8,15:00,2.25,2016-08-13
2016-17,Daniel Amartey,MID,45,0.0,23,1,1,0,0,0,0,0,0,0,0,10.5,0,8.0,6,23,0,0,Leicester,Hull,False,-1,8,12:30,2.356020942408377,2016-08-13
2016-17,Daniel Ayala,DEF,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Middlesbrough,Stoke,True,0,8,15:00,1.4285714285714286,2016-08-13
2016-17,Daniel Drinkwater,MID,55,0.0,90,2,1,0,0,2,0,0,0,0,0,19.6,12,7.4,8,90,0,0,Leicester,Hull,False,-1,8,12:30,2.356020942408377,2016-08-13
2016-17,Daniel Lafferty,DEF,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Swansea,True,-1,8,15:00,1.3541666666666667,2016-08-13
2016-17,Daniel Sturridge,FWD,100,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Arsenal,False,1,8,16:00,0.7741935483870968,2016-08-14
2016-17,Danny Ings,FWD,60,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Arsenal,False,1,8,16:00,0.7741935483870968,2016-08-14
2016-17,Danny Rose,DEF,60,0.0,90,2,1,0,0,1,0,0,0,0,0,4.9,30,15.0,9,90,0,0,Tottenham,Everton,False,0,8,15:00,1.3333333333333335,2016-08-13
2016-17,Danny Simpson,DEF,50,0.0,82,0,0,0,0,2,0,0,0,0,0,0.7,0,3.6,7,82,1,0,Leicester,Hull,False,-1,8,12:30,2.356020942408377,2016-08-13
2016-17,Danny Welbeck,FWD,75,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Liverpool,True,-1,8,16:00,1.2916666666666667,2016-08-14
2016-17,Dan Gosling,MID,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Bournemouth,Man United,True,-1,8,13:30,0.38947368421052636,2016-08-14
2016-17,Darren Fletcher,MID,45,0.0,90,3,1,0,0,0,0,0,0,0,1,4.8,0,6.8,14,90,0,0,West Brom,Crystal Palace,False,1,8,15:00,0.4444444444444444,2016-08-13
2016-17,Darren Randolph,GK,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Ham,Chelsea,False,-1,8,20:00,0.27499999999999997,2016-08-15
2016-17,Darron Gibson,MID,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Everton,Tottenham,True,0,8,15:00,0.7499999999999999,2016-08-13
2016-17,David De gea,GK,55,0.0,90,2,1,0,0,1,2,0,0,0,0,0.0,0,17.2,10,90,0,0,Man United,Bournemouth,False,1,8,13:30,2.5675675675675675,2016-08-14
2016-17,David Jones,MID,50,0.0,86,1,1,0,0,1,0,0,0,0,0,11.7,2,0.0,8,86,1,0,Burnley,Swansea,True,-1,8,15:00,1.3541666666666667,2016-08-13
2016-17,David Meyler,MID,45,0.0,90,2,1,0,0,1,0,0,0,0,0,5.3,1,2.8,10,90,0,0,Hull,Leicester,True,1,8,12:30,0.4244444444444444,2016-08-13
2016-17,David Nugent,FWD,50,0.0,3,1,1,0,0,0,0,0,0,0,0,0.8,0,0.6,3,3,0,0,Middlesbrough,Stoke,True,0,8,15:00,1.4285714285714286,2016-08-13
2016-17,David Ospina,GK,50,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Liverpool,True,-1,8,16:00,1.2916666666666667,2016-08-14
