,season,name,position,value,adjusted_points_range,assists,goals_scored,goals_conceded,saves,own_goals,penalties_missed,penalties_saved,clean_sheets,creativity,threat,influence,bps,minutes,yellow_cards,red_cards,plays_for,opponent_team,was_home,is_won,month_of_match,time_of_match,win_expectation,date_of_match
11478,2017-18,Robert kenedy Nunes do nascimento,MID,47,1,0,0,0,0,0,0,0,1,5.3,21,6.8,5,83,0,0,Newcastle,Man United,True,1,2,14:15,0.2927272727272727,2018-02-11
11479,2017-18,Roberto Firmino,FWD,92,2,1,1,0,0,0,0,0,1,36.5,50,65.8,45,78,0,0,Liverpool,Southampton,False,1,2,16:30,2.3333333333333335,2018-02-11
11480,2017-18,Roberto Pereyra,MID,58,0,0,0,1,0,0,0,0,0,8.1,8,6.4,3,34,0,0,Watford,West Ham,False,-1,2,15:00,0.8960573476702509,2018-02-10
11481,2017-18,Robert Elliot,GK,41,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Newcastle,Man United,True,1,2,14:15,0.2927272727272727,2018-02-11
11482,2017-18,Robert Green,GK,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Huddersfield,Bournemouth,True,1,2,12:00,0.6923076923076923,2018-02-11
11483,2017-18,Robert Huth,DEF,48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Man City,False,-1,2,17:30,0.09153846153846154,2018-02-10
11484,2017-18,Robert Snodgrass,MID,58,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Ham,Watford,True,1,2,15:00,1.116,2018-02-10
11485,2017-18,Rob Holding,DEF,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Tottenham,False,-1,2,12:30,0.5714285714285714,2018-02-10
11486,2017-18,Rolando Aarons,MID,43,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Newcastle,Man United,True,1,2,14:15,0.2927272727272727,2018-02-11
11487,2017-18,Romelu Lukaku,FWD,113,0,0,0,1,0,0,0,0,0,28.5,32,6.4,5,90,0,0,Man United,Newcastle,False,-1,2,14:15,3.4161490683229814,2018-02-11
11488,2017-18,Roque Mesa,MID,42,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Swansea,Burnley,True,1,2,15:00,1.371308016877637,2018-02-10
11489,2017-18,Ross Barkley,MID,73,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,West Brom,True,1,2,20:00,5.88235294117647,2018-02-12
11490,2017-18,Ruben Loftus-cheek,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Crystal Palace,Everton,False,-1,2,15:00,0.703125,2018-02-10
11491,2017-18,Ryan Bertrand,DEF,53,0,0,0,2,0,0,0,0,0,17.3,4,11.2,8,90,0,0,Southampton,Liverpool,True,-1,2,16:30,0.42857142857142855,2018-02-11
11492,2017-18,Ryan Fraser,MID,51,1,1,0,4,0,0,0,0,0,35.9,6,29.4,21,90,0,0,Bournemouth,Huddersfield,False,-1,2,12:00,1.4444444444444444,2018-02-11
11493,2017-18,Ryan Shawcross,DEF,48,0,0,0,1,0,0,0,0,0,0.5,2,19.0,9,90,0,0,Stoke,Brighton,True,0,2,15:00,1.5409090909090908,2018-02-10
11494,2017-18,Sadio Mané,MID,93,1,0,0,0,0,0,0,0,1,34.2,51,8.0,9,90,0,0,Liverpool,Southampton,False,1,2,16:30,2.3333333333333335,2018-02-11
11495,2017-18,Saido Berahino,FWD,56,0,0,0,0,0,0,0,0,0,1.3,14,0.0,2,45,0,0,Stoke,Brighton,True,0,2,15:00,1.5409090909090908,2018-02-10
11496,2017-18,Salomón Rondón,FWD,60,0,0,0,3,0,0,0,0,0,15.2,28,3.2,-1,90,0,0,West Brom,Chelsea,False,-1,2,20:00,0.17,2018-02-12
11497,2017-18,Sam Baldock,FWD,49,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Brighton,Stoke,False,0,2,15:00,0.6489675516224189,2018-02-10
11498,2017-18,Sam Byram,DEF,42,0,0,0,0,0,0,0,0,0,0.0,0,9.0,3,13,0,0,West Ham,Watford,True,1,2,15:00,1.116,2018-02-10
11499,2017-18,Sam Clucas,MID,47,1,0,0,0,0,0,0,0,1,3.7,12,12.6,7,90,0,0,Swansea,Burnley,True,1,2,15:00,1.371308016877637,2018-02-10
11500,2017-18,Sam Field,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Brom,Chelsea,False,-1,2,20:00,0.17,2018-02-12
11501,2017-18,Sam Mcqueen,DEF,42,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Southampton,Liverpool,True,-1,2,16:30,0.42857142857142855,2018-02-11
11502,2017-18,Sam Vokes,FWD,57,0,0,0,0,0,0,0,0,1,23.8,10,0.0,5,80,0,0,Burnley,Swansea,False,-1,2,15:00,0.7292307692307692,2018-02-10
11503,2017-18,Sandro Ramírez,FWD,70,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Everton,Crystal Palace,True,1,2,15:00,1.4222222222222223,2018-02-10
11504,2017-18,Santiago Cazorla,MID,69,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Tottenham,False,-1,2,12:30,0.5714285714285714,2018-02-10
11505,2017-18,Scott Arfield,MID,49,0,0,0,1,0,0,0,0,0,1.3,0,6.4,4,16,0,0,Burnley,Swansea,False,-1,2,15:00,0.7292307692307692,2018-02-10
11506,2017-18,Scott Dann,DEF,46,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Crystal Palace,Everton,False,-1,2,15:00,0.703125,2018-02-10
11507,2017-18,Scott Malone,DEF,43,0,0,0,1,0,0,0,0,0,1.3,2,2.6,5,51,0,0,Huddersfield,Bournemouth,True,1,2,12:00,0.6923076923076923,2018-02-11
11508,2017-18,Scott Mctominay,MID,42,0,0,0,0,0,0,0,0,0,1.1,2,1.6,1,13,0,0,Man United,Newcastle,False,-1,2,14:15,3.4161490683229814,2018-02-11
11509,2017-18,Sead Haksabanovic,MID,50,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Ham,Watford,True,1,2,15:00,1.116,2018-02-10
11510,2017-18,Sead Kolasinac,DEF,59,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Tottenham,False,-1,2,12:30,0.5714285714285714,2018-02-10
11511,2017-18,Seamus Coleman,DEF,64,0,0,0,0,0,0,0,0,0,1.8,4,3.8,3,45,0,0,Everton,Crystal Palace,True,1,2,15:00,1.4222222222222223,2018-02-10
11512,2017-18,Sean Scannell,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Huddersfield,Bournemouth,True,1,2,12:00,0.6923076923076923,2018-02-11
11513,2017-18,Sebastian Prödl,DEF,43,0,0,0,2,0,0,0,0,0,0.4,9,17.4,11,90,1,0,Watford,West Ham,False,-1,2,15:00,0.8960573476702509,2018-02-10
11514,2017-18,Serge Aurier,DEF,59,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Arsenal,True,1,2,12:30,1.75,2018-02-10
11515,2017-18,Sergio Agüero,FWD,119,3,0,4,1,0,0,0,0,0,14.6,120,137.0,102,90,0,0,Man City,Leicester,True,1,2,17:30,10.92436974789916,2018-02-10
11516,2017-18,Sergio Romero,GK,47,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man United,Newcastle,False,-1,2,14:15,3.4161490683229814,2018-02-11
11517,2017-18,Shane Duffy,DEF,46,0,0,0,1,0,0,0,0,0,10.3,0,51.6,21,90,0,0,Brighton,Stoke,False,0,2,15:00,0.6489675516224189,2018-02-10
11518,2017-18,Shane Long,FWD,56,0,0,0,0,0,0,0,0,0,2.5,2,3.6,4,19,0,0,Southampton,Liverpool,True,-1,2,16:30,0.42857142857142855,2018-02-11
11519,2017-18,Shinji Okazaki,FWD,54,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Man City,False,-1,2,17:30,0.09153846153846154,2018-02-10
11520,2017-18,Shkodran Mustafi,DEF,55,0,0,0,1,0,0,0,0,0,3.3,0,19.4,16,90,1,0,Arsenal,Tottenham,False,-1,2,12:30,0.5714285714285714,2018-02-10
11521,2017-18,Siem De jong,MID,49,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Newcastle,Man United,True,1,2,14:15,0.2927272727272727,2018-02-11
11522,2017-18,Simon Francis,DEF,43,0,0,0,4,0,0,0,0,0,1.2,4,30.4,17,90,1,0,Bournemouth,Huddersfield,False,-1,2,12:00,1.4444444444444444,2018-02-11
11523,2017-18,Simon Mignolet,GK,48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Liverpool,Southampton,False,1,2,16:30,2.3333333333333335,2018-02-11
11524,2017-18,Sofiane Boufal,MID,57,0,0,0,0,0,0,0,0,0,2.9,0,2.8,5,33,0,0,Southampton,Liverpool,True,-1,2,16:30,0.42857142857142855,2018-02-11
11525,2017-18,Sofiane Feghouli,MID,55,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Ham,Watford,True,1,2,15:00,1.116,2018-02-10
11526,2017-18,Solomon March,MID,49,0,0,0,1,0,0,0,0,0,2.5,17,27.8,22,85,0,0,Brighton,Stoke,False,0,2,15:00,0.6489675516224189,2018-02-10
11527,2017-18,Stefano Okaka,FWD,53,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,West Ham,False,-1,2,15:00,0.8960573476702509,2018-02-10
11528,2017-18,Stephen Ireland,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Stoke,Brighton,True,0,2,15:00,1.5409090909090908,2018-02-10
11529,2017-18,Stephen Kingsley,DEF,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Swansea,Burnley,True,1,2,15:00,1.371308016877637,2018-02-10
11530,2017-18,Stephen Ward,DEF,47,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Swansea,False,-1,2,15:00,0.7292307692307692,2018-02-10
11531,2017-18,Steven Berghuis,MID,50,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,West Ham,False,-1,2,15:00,0.8960573476702509,2018-02-10
11532,2017-18,Steven Davis,MID,48,0,0,0,0,0,0,0,0,0,0.6,0,1.0,3,10,0,0,Southampton,Liverpool,True,-1,2,16:30,0.42857142857142855,2018-02-11
11533,2017-18,Steven Defour,MID,54,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Swansea,False,-1,2,15:00,0.7292307692307692,2018-02-10
11534,2017-18,Steve Cook,DEF,47,0,0,0,3,0,1,0,0,0,0.1,4,4.4,-1,69,0,0,Bournemouth,Huddersfield,False,-1,2,12:00,1.4444444444444444,2018-02-11
11535,2017-18,Steve Mounie,FWD,57,3,2,1,1,0,0,0,0,0,16.3,37,54.0,53,90,0,0,Huddersfield,Bournemouth,True,1,2,12:00,0.6923076923076923,2018-02-11
11536,2017-18,Steve Sidwell,MID,43,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Brighton,Stoke,False,0,2,15:00,0.6489675516224189,2018-02-10
11537,2017-18,Stuart Taylor,GK,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Southampton,Liverpool,True,-1,2,16:30,0.42857142857142855,2018-02-11
11538,2017-18,Sullay Kaikai,MID,43,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Crystal Palace,Everton,False,-1,2,15:00,0.703125,2018-02-10
11539,2017-18,Sung-yueng Ki,MID,49,2,0,1,0,0,0,0,0,1,38.9,58,52.2,35,90,0,0,Swansea,Burnley,True,1,2,15:00,1.371308016877637,2018-02-10
11540,2017-18,Tammy Abraham,FWD,54,0,0,0,0,0,0,0,0,0,11.5,38,2.4,3,16,0,0,Swansea,Burnley,True,1,2,15:00,1.371308016877637,2018-02-10
11541,2017-18,Tashan Oakley-boothe,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Arsenal,True,1,2,12:30,1.75,2018-02-10
11542,2017-18,Terence Kongolo,DEF,44,0,0,0,0,0,0,0,0,0,0.4,0,13.2,6,38,0,0,Huddersfield,Bournemouth,True,1,2,12:00,0.6923076923076923,2018-02-11
11543,2017-18,Theo Walcott,MID,73,0,0,0,1,0,0,0,0,0,17.0,10,20.6,21,90,1,0,Everton,Crystal Palace,True,1,2,15:00,1.4222222222222223,2018-02-10
11544,2017-18,Thibaut Courtois,GK,55,1,0,0,0,1,0,0,0,1,0.0,0,9.6,22,90,0,0,Chelsea,West Brom,True,1,2,20:00,5.88235294117647,2018-02-12
11545,2017-18,Thomas Edwards,DEF,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Stoke,Brighton,True,0,2,15:00,1.5409090909090908,2018-02-10
11546,2017-18,Tiemoué Bakayoko,MID,50,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,West Brom,True,1,2,20:00,5.88235294117647,2018-02-12
11547,2017-18,Timothy Fosu-mensah,DEF,44,0,0,0,3,0,0,0,0,0,0.0,0,20.4,10,90,0,0,Crystal Palace,Everton,False,-1,2,15:00,0.703125,2018-02-10
11548,2017-18,Tim Krul,GK,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Brighton,Stoke,False,0,2,15:00,0.6489675516224189,2018-02-10
11549,2017-18,Toby Alderweireld,DEF,58,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Arsenal,True,1,2,12:30,1.75,2018-02-10
11550,2017-18,Tomer Hemed,FWD,47,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Brighton,Stoke,False,0,2,15:00,0.6489675516224189,2018-02-10
11551,2017-18,Tommy Smith,DEF,47,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Huddersfield,Bournemouth,True,1,2,12:00,0.6923076923076923,2018-02-11
11552,2017-18,Tom Carroll,MID,43,1,0,0,0,0,0,0,0,1,33.4,3,14.4,11,90,0,0,Swansea,Burnley,True,1,2,15:00,1.371308016877637,2018-02-10
11553,2017-18,Tom Cleverley,MID,50,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,West Ham,False,-1,2,15:00,0.8960573476702509,2018-02-10
11554,2017-18,Tom Davies,MID,51,2,0,1,1,0,0,0,0,0,3.0,53,35.6,23,90,0,0,Everton,Crystal Palace,True,1,2,15:00,1.4222222222222223,2018-02-10
11555,2017-18,Tom Heaton,GK,47,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Swansea,False,-1,2,15:00,0.7292307692307692,2018-02-10
11556,2017-18,Tom Ince,MID,55,0,0,0,1,0,0,0,0,0,12.2,9,1.0,6,64,0,0,Huddersfield,Bournemouth,True,1,2,12:00,0.6923076923076923,2018-02-11
11557,2017-18,Trent Alexander-arnold,DEF,42,1,0,0,0,0,0,0,0,1,6.3,0,19.2,26,90,0,0,Liverpool,Southampton,False,1,2,16:30,2.3333333333333335,2018-02-11
11558,2017-18,Troy Deeney,FWD,63,0,0,0,2,0,0,0,0,0,2.9,10,7.0,3,90,0,0,Watford,West Ham,False,-1,2,15:00,0.8960573476702509,2018-02-10
11559,2017-18,Tyrone Mings,DEF,43,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Bournemouth,Huddersfield,False,-1,2,12:00,1.4444444444444444,2018-02-11
11560,2017-18,Uwe Hünemeier,DEF,39,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Brighton,Stoke,False,0,2,15:00,0.6489675516224189,2018-02-10
11561,2017-18,Valon Behrami,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,West Ham,False,-1,2,15:00,0.8960573476702509,2018-02-10
11562,2017-18,Vicente Iborra,MID,57,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Man City,False,-1,2,17:30,0.09153846153846154,2018-02-10
11563,2017-18,Victor Lindelöf,DEF,49,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man United,Newcastle,False,-1,2,14:15,3.4161490683229814,2018-02-11
11564,2017-18,Victor Moses,DEF,64,2,0,1,0,0,0,0,0,1,14.4,48,37.2,29,90,0,0,Chelsea,West Brom,True,1,2,20:00,5.88235294117647,2018-02-12
11565,2017-18,Victor Wanyama,MID,48,0,0,0,0,0,0,0,0,0,0.1,0,2.0,4,5,0,0,Tottenham,Arsenal,True,1,2,12:30,1.75,2018-02-10
11566,2017-18,Vincent Janssen,FWD,74,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Arsenal,True,1,2,12:30,1.75,2018-02-10
11567,2017-18,Vincent Kompany,DEF,58,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man City,Leicester,True,1,2,17:30,10.92436974789916,2018-02-10
11568,2017-18,Virgil Van dijk,DEF,55,2,0,0,0,0,0,0,0,1,10.3,2,24.2,29,90,0,0,Liverpool,Southampton,False,1,2,16:30,2.3333333333333335,2018-02-11
11569,2017-18,Wayne Hennessey,GK,43,0,0,0,3,2,0,0,0,0,0.0,0,13.4,12,90,0,0,Crystal Palace,Everton,False,-1,2,15:00,0.703125,2018-02-10
11570,2017-18,Wayne Rooney,FWD,73,0,0,0,1,0,0,0,0,0,6.7,8,6.2,11,90,0,0,Everton,Crystal Palace,True,1,2,15:00,1.4222222222222223,2018-02-10
11571,2017-18,Wayne Routledge,MID,51,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Swansea,Burnley,True,1,2,15:00,1.371308016877637,2018-02-10
11572,2017-18,Wesley Hoedt,DEF,50,0,0,0,2,0,0,0,0,0,1.3,7,23.0,16,90,0,0,Southampton,Liverpool,True,-1,2,16:30,0.42857142857142855,2018-02-11
11573,2017-18,Wes Morgan,DEF,44,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Man City,False,-1,2,17:30,0.09153846153846154,2018-02-10
11574,2017-18,Wilfred Ndidi,MID,49,0,0,0,5,0,0,0,0,0,14.7,0,19.0,9,90,1,0,Leicester,Man City,False,-1,2,17:30,0.09153846153846154,2018-02-10
11575,2017-18,Wilfried Bony,FWD,57,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Swansea,Burnley,True,1,2,15:00,1.371308016877637,2018-02-10
11576,2017-18,Wilfried Zaha,MID,69,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Crystal Palace,Everton,False,-1,2,15:00,0.703125,2018-02-10
11577,2017-18,Willian Borges da silva,MID,68,0,0,0,0,0,0,0,0,0,1.8,2,0.4,3,10,0,0,Chelsea,West Brom,True,1,2,20:00,5.88235294117647,2018-02-12
11578,2017-18,Willy Caballero,GK,48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Chelsea,West Brom,True,1,2,20:00,5.88235294117647,2018-02-12
11579,2017-18,Will Hughes,MID,46,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,West Ham,False,-1,2,15:00,0.8960573476702509,2018-02-10
11580,2017-18,Winston Reid,DEF,48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Ham,Watford,True,1,2,15:00,1.116,2018-02-10
11581,2017-18,Xherdan Shaqiri,MID,61,2,0,1,1,0,0,0,0,0,34.3,15,44.8,33,90,0,0,Stoke,Brighton,True,0,2,15:00,1.5409090909090908,2018-02-10
11582,2017-18,Yannick Bolasie,MID,64,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Everton,Crystal Palace,True,1,2,15:00,1.4222222222222223,2018-02-10
11583,2017-18,Yoan Gouffran,MID,50,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Newcastle,Man United,True,1,2,14:15,0.2927272727272727,2018-02-11
11584,2017-18,Yohan Benalouane,DEF,42,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Man City,False,-1,2,17:30,0.09153846153846154,2018-02-10
11585,2017-18,Yohan Cabaye,MID,53,0,0,0,3,0,0,0,0,0,17.3,8,11.6,15,90,0,0,Crystal Palace,Everton,False,-1,2,15:00,0.703125,2018-02-10
11586,2017-18,Younes Kaboul,DEF,42,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Watford,West Ham,False,-1,2,15:00,0.8960573476702509,2018-02-10
11587,2017-18,Zlatan Ibrahimovic,FWD,95,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man United,Newcastle,False,-1,2,14:15,3.4161490683229814,2018-02-11
11588,2017-18,Álvaro Morata,FWD,104,1,1,0,0,0,0,0,0,0,22.1,15,22.8,13,29,0,0,Chelsea,West Brom,True,1,2,20:00,5.88235294117647,2018-02-12
11589,2017-18,Aaron Cresswell,DEF,51,0,0,0,4,0,0,0,0,0,11.0,0,14.4,10,90,0,0,West Ham,Liverpool,False,-1,2,15:00,0.09384615384615384,2018-02-24
11590,2017-18,Aaron Lennon,MID,54,0,0,0,1,0,0,0,0,0,18.2,31,9.2,0,90,0,0,Burnley,Southampton,True,0,2,15:00,0.9653979238754326,2018-02-24
11591,2017-18,Aaron Mooy,MID,53,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Huddersfield,West Brom,False,1,2,15:00,0.4105263157894737,2018-02-24
11592,2017-18,Aaron Ramsdale,GK,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Bournemouth,Newcastle,True,0,2,15:00,1.8047619047619048,2018-02-24
11593,2017-18,Aaron Ramsey,MID,70,0,0,0,3,0,0,0,0,0,16.8,31,8.4,10,90,0,0,Arsenal,Man City,True,-1,3,19:45,0.38222222222222224,2018-03-01
11594,2017-18,Aaron Wan-bissaka,MID,45,0,0,0,1,0,0,0,0,0,0.1,0,26.0,12,90,0,0,Crystal Palace,Tottenham,True,-1,2,12:00,0.2,2018-02-25
11595,2017-18,Abdelhamid Sabiri,MID,48,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Huddersfield,West Brom,False,1,2,15:00,0.4105263157894737,2018-02-24
11596,2017-18,Abdoulaye Doucouré,MID,54,1,0,0,0,0,0,0,0,1,15.5,5,17.6,15,90,0,0,Watford,Everton,True,1,2,17:30,1.5555555555555556,2018-02-24
11597,2017-18,Adam Federici,GK,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Bournemouth,Newcastle,True,0,2,15:00,1.8047619047619048,2018-02-24
11598,2017-18,Adam Lallana,MID,73,0,0,0,0,0,0,0,0,0,2.8,4,0.0,2,8,0,0,Liverpool,West Ham,True,1,2,15:00,10.655737704918034,2018-02-24
11599,2017-18,Adam Legzdins,GK,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Southampton,True,0,2,15:00,0.9653979238754326,2018-02-24
11600,2017-18,Adam Smith,DEF,48,2,0,1,0,0,0,0,0,0,17.3,20,44.0,17,45,0,0,Bournemouth,Newcastle,True,0,2,15:00,1.8047619047619048,2018-02-24
11601,2017-18,Ademola Lookman,MID,51,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Everton,Watford,False,-1,2,17:30,0.6428571428571429,2018-02-24
11602,2017-18,Adrian Mariappa,DEF,41,2,0,0,0,0,0,0,0,1,0.1,0,21.4,30,90,0,0,Watford,Everton,True,1,2,17:30,1.5555555555555556,2018-02-24
11603,2017-18,Adrien sebastian Perruchet silva,MID,60,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Stoke,True,0,2,12:30,3.052325581395349,2018-02-24
11604,2017-18,Adrián San miguel del castillo,GK,44,0,0,0,4,8,0,0,0,0,0.0,0,56.4,28,90,0,0,West Ham,Liverpool,False,-1,2,15:00,0.09384615384615384,2018-02-24
11605,2017-18,Ahmed el-sayed Hegazi,DEF,47,0,0,0,2,0,0,0,0,0,0.4,0,27.8,16,90,0,0,West Brom,Huddersfield,True,-1,2,15:00,2.435897435897436,2018-02-24
11606,2017-18,Ahmed Musa,MID,61,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Stoke,True,0,2,12:30,3.052325581395349,2018-02-24
11607,2017-18,Aiden O'neill,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Burnley,Southampton,True,0,2,15:00,0.9653979238754326,2018-02-24
11608,2017-18,Ainsley Maitland-niles,MID,45,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Man City,True,-1,3,19:45,0.38222222222222224,2018-03-01
11609,2017-18,Alberto Moreno,DEF,44,0,0,0,0,0,0,0,0,0,1.0,2,3.4,3,3,0,0,Liverpool,West Ham,True,1,2,15:00,10.655737704918034,2018-02-24
11610,2017-18,Aleksandar Dragovic,DEF,49,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Leicester,Stoke,True,0,2,12:30,3.052325581395349,2018-02-24
11611,2017-18,Aleksandar Kolarov,DEF,55,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Man City,Arsenal,False,1,3,19:45,2.616279069767442,2018-03-01
11612,2017-18,Aleksandar Mitrovic,FWD,47,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Newcastle,Bournemouth,False,0,2,15:00,0.554089709762533,2018-02-24
11613,2017-18,Alexander Sørloth,FWD,55,0,0,0,1,0,0,0,0,0,2.0,19,9.0,6,90,0,0,Crystal Palace,Tottenham,True,-1,2,12:00,0.2,2018-02-25
11614,2017-18,Alexandre Lacazette,FWD,102,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Man City,True,-1,3,19:45,0.38222222222222224,2018-03-01
11615,2017-18,Alexis Sánchez,MID,118,0,0,0,1,0,0,0,0,0,20.3,26,13.2,12,80,0,0,Man United,Chelsea,True,1,2,14:05,1.5283842794759825,2018-02-25
11616,2017-18,Alex Iwobi,MID,51,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Arsenal,Man City,True,-1,3,19:45,0.38222222222222224,2018-03-01
11617,2017-18,Alex Mccarthy,GK,44,0,0,0,1,2,0,0,0,0,0.0,0,17.2,14,90,0,0,Southampton,Burnley,False,0,2,15:00,1.0358422939068102,2018-02-24
11618,2017-18,Alex Oxlade-chamberlain,MID,56,1,1,0,1,0,0,0,0,0,53.8,22,43.8,33,90,0,0,Liverpool,West Ham,True,1,2,15:00,10.655737704918034,2018-02-24
11619,2017-18,Alex Palmer,GK,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,West Brom,Huddersfield,True,-1,2,15:00,2.435897435897436,2018-02-24
11620,2017-18,Alex Pritchard,MID,54,1,1,0,1,0,0,0,0,0,28.6,59,26.6,23,76,0,0,Huddersfield,West Brom,False,1,2,15:00,0.4105263157894737,2018-02-24
11621,2017-18,Alfie Mawson,DEF,51,0,0,0,4,0,0,0,0,0,21.6,6,13.6,9,90,0,0,Swansea,Brighton,False,-1,2,15:00,0.535,2018-02-24
11622,2017-18,Alfie Whiteman,GK,40,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,Tottenham,Crystal Palace,False,1,2,12:00,5.0,2018-02-25
